序号,转债名称,转债代码,进展/上市日期,股票名称,股票代码,行业,子行业,转债价格,涨跌,日内套利,股价,涨跌,转债成交额,转债换手率,剩余本息,转股价格,P/B,转股价值,转股溢价率,距离转股日,剩余年限,回售年限,余额/市值,余额/股本,转债余额,股票市值,税前收益率,税后收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,信用,折现率,双低,老式双低,新式双低,MA20乖离,热门度,转债名称
130,大业转债!,113535,2019/6/3,大业股份,603278,汽车,零部件制,100.11,-0.13%,0.17%,7.79,0.39%,1.7,0.30%,113.1,12.4,1.41,62.82,59.40%,转股中,3.88年,1.88年,22.10%,13.90%,5,23,3.23%,2.60%,0.85%,0.67%,93.26,95.82,2.43,98.24,1.90%,47%,26%,18%,0.11,AA,4.42%,159.51 ,137.4,41.6,0.80%,52,大业转债!
108,万里转债!,123032,2019/10/31,万里马,300591,服装纺织,服装纺织,113.2,0.11%,0.15%,6.6,0.46%,32,15.70%,132.8,6.92,4.21,95.38,18.70%,转股中,5.31年,3.31年,8.70%,8.30%,1.8,21,3.18%,2.14%,-1.41%,-1.83%,84.77,92.4,27.87,120.27,-5.90%,45%,11%,18%,0.57,A+,7.38%,131.90 ,131,38.6,2.60%,44,万里转债!
141,未来转债,128063,2019/4/24,德尔未来,002631,其他,家居用品,111.1,-0.01%,0.06%,7.59,0.13%,3.8,0.50%,128.2,8.61,2.95,88.15,26.00%,转股中,4.78年,3.78年,12.40%,10.90%,6.3,51,3.12%,2.12%,-0.52%,-0.94%,88.78,100.28,13.52,113.81,-2.40%,49%,14%,16%,0.39,AA-,5.42%,137.10 ,134,33.8,1.80%,39,未来转债
171,奇精转债!,113524,2019/1/7,奇精机械,603677,家电,零部件制,103.3,-0.67%,0.84%,10.79,0.65%,9.4,2.70%,117.9,14.28,2.07,75.56,36.70%,转股中,4.48年,2.48年,15.90%,12.00%,3.3,21,3.05%,2.33%,0.04%,-0.21%,92.32,97.5,7.3,104.81,-1.40%,45%,19%,18%,0.26,AA,4.42%,140.00 ,131,33.5,2.50%,49,奇精转债!
242,永东转债!,128014,2017/7/18,永东股份,002753,石油天然,化工,102.49,0.41%,0.08%,8.55,5.30%,1.8,0.50%,111.3,12.64,1.85,67.64,51.50%,转股中,2.82年,0.82年,10.50%,7.10%,3.4,32,3.02%,2.25%,-0.68%,-1.04%,96.85,96.69,2.02,98.71,3.80%,46%,32%,17%,0.09,AA-,5.20%,153.99 ,137.3,40.5,2.60%,42,永东转债!
123,清水转债,123028,2019/7/15,清水源,300437,城市公用,三废处理,105.5,-0.19%,-0.19%,10.2,-0.87%,5.2,1.00%,122.4,11.84,1.47,86.15,22.50%,转股中,4.99年,2.99年,22.00%,19.00%,4.9,22,2.99%,2.21%,-0.24%,-0.53%,88.81,94.19,16.45,110.64,-4.60%,38%,13%,18%,0.44,AA-,5.42%,128.00 ,124.9,30.7,1.30%,45,清水转债
173,钧达转债!,128050,2018/12/27,钧达股份,002865,汽车,零部件制,108.888,0.43%,0.45%,13.74,1.93%,27,7.60%,123.5,14.83,1.96,92.65,17.50%,转股中,4.47年,2.47年,19.30%,17.80%,3.2,17,2.92%,2.00%,-1.81%,-2.08%,90.51,98.06,17.09,115.15,-5.40%,57%,12%,18%,0.46,AA-,5.42%,126.39 ,125.1,27.1,-1.80%,61,钧达转债!
226,众兴转债!,128026,2018/1/3,众兴菌业,002772,农业,种植业,100.058,-0.20%,0.26%,8.37,0.36%,16,1.70%,110.3,11.45,1.26,73.1,36.90%,转股中,3.48年,1.48年,29.90%,21.90%,9.2,31,2.90%,2.33%,1.67%,1.33%,94.32,92.17,5.55,97.71,2.40%,37%,24%,16%,0.18,AA-,5.42%,136.96 ,127,32.7,-4.40%,61,众兴转债!
71,永创转债!,113559,2020/1/10,永创智能,603901,机械装备,专用设备,102.13,-0.12%,-0.09%,7.25,-0.68%,1.7,0.30%,118.9,10.32,2.4,70.25,45.40%,7天,5.51年,3.51年,16.00%,11.20%,5.1,32,2.87%,2.25%,0.76%,0.50%,85.98,88.43,9.69,98.12,4.10%,43%,24%,17%,0.3,AA-,5.68%,147.53 ,134,45.6,0.90%,27,永创转债!
162,长城转债!,113528,2019/3/20,长城科技,603897,机械装备,专用设备,103.35,0.34%,-0.12%,18.45,0.65%,3.9,0.60%,117.6,23.75,1.78,77.68,33.00%,转股中,4.69年,2.69年,19.30%,15.00%,6.3,33,2.86%,2.17%,0.20%,-0.07%,89.54,92.32,10.6,102.92,0.40%,46%,19%,17%,0.34,AA-,5.42%,136.35 ,129,36.7,0.40%,48,长城转债!
225,铁汉转债!,123004,2018/1/26,铁汉生态,300197,城市公用,生态环境,99.813,-0.39%,0.36%,2.54,-0.39%,2.3,0.30%,109.8,3.98,1.14,63.82,56.40%,转股中,3.49年,1.49年,14.00%,8.90%,8.3,60,2.82%,2.28%,1.66%,1.35%,95.51,94.69,1.89,96.58,3.40%,56%,28%,15%,0.06,AA,4.42%,156.21 ,135.8,40.3,-1.00%,29,铁汉转债!
190,苏农转债!,113516,2018/8/20,苏农银行,603323,金融,银行行业,103.05,-0.10%,0.21%,4.38,0.46%,5.7,0.40%,115.1,5.67,0.67,77.25,33.40%,转股中,4年41天,无权,16.30%,12.60%,13,79,2.79%,2.10%,无权,无权,无权,98.63,6.79,105.42,-2.30%,36%,16%,18%,0.26,AA+,3.92%,136.45 ,128.9,30.2,0.80%,38,苏农转债!
72,建工转债!,110064,2020/1/16,重庆建工,600939,建筑,建筑工程,103.68,-0.34%,0.42%,3.64,0.28%,8.7,0.50%,120.2,4.65,0.97,78.28,32.40%,4.3天,5.50年,3.50年,25.10%,19.70%,17,66,2.79%,2.13%,0.23%,-0.01%,90.12,96.47,8.94,105.4,-1.60%,37%,16%,16%,0.31,AA+,4.18%,136.08 ,129.1,32.6,-1.10%,42,建工转债!
100,浦发转债!,110059,2019/11/15,浦发银行,600000,金融,银行行业,102.42,-0.18%,0.40%,10.61,1.05%,315,0.60%,117.8,15.05,0.61,70.5,45.30%,转股中,5.35年,无权,16.10%,11.30%,500,3114,2.72%,2.11%,无权,无权,无权,97.58,5.54,103.12,-0.70%,20%,18%,17%,0.22,AAA,3.68%,147.72 ,134.3,36.8,1.00%,82,浦发转债!
233,嘉澳转债!,113502,2017/11/27,嘉澳环保,603822,石油天然,化工,102.77,-0.21%,0.19%,23.21,-1.23%,1.3,0.70%,112.3,44.79,2.29,51.82,98.30%,转股中,3.39年,1.39年,10.90%,5.60%,1.9,17,2.71%,2.02%,0.02%,-0.33%,94.78,94.28,1.11,95.39,7.70%,47%,47%,17%,0.02,AA-,5.42%,201.07 ,153.7,58.9,-1.50%,32,嘉澳转债!
160,中信转债!,113021,2019/3/19,中信银行,601998,金融,银行行业,105.15,-0.62%,0.62%,5.06,0.00%,94,0.20%,118.8,7.22,0.54,70.08,50.00%,转股中,4.70年,无权,16.20%,11.30%,400,2476,2.71%,1.98%,无权,无权,无权,101.89,3.97,105.86,-0.70%,22%,19%,17%,0.17,AAA,3.42%,155.15 ,140.2,38.3,0.10%,58,中信转债!
217,迪龙转债!,128033,2018/1/29,雪迪龙,002658,城市公用,三废处理,100.253,-0.13%,0.06%,5.99,-0.50%,4.8,0.90%,109.8,8.83,1.81,67.84,47.80%,转股中,3.52年,1.52年,14.40%,9.70%,5.2,36,2.67%,2.13%,1.37%,1.06%,95.41,94.59,3.27,97.85,2.50%,38%,25%,17%,0.13,AA,4.42%,148.05 ,132.7,37.3,0.60%,39,迪龙转债!
235,时达转债!,128018,2017/12/4,新时达,002527,机械装备,机器人及,101.25,-0.20%,0.17%,5.11,-0.20%,2.9,0.30%,110.3,7.42,1.28,68.87,47.00%,转股中,3.38年,1.38年,27.80%,19.10%,8.8,32,2.63%,2.03%,1.00%,0.64%,96.22,95.62,2.77,98.39,2.90%,36%,25%,16%,0.12,AA,4.42%,148.25 ,133.6,37.4,1.80%,45,时达转债!
38,科达转债!,113569,2020/4/8,苏州科达,603660,通信互联,物联网,104.39,0.16%,-0.43%,9.61,-1.23%,2.1,0.40%,120.7,14.88,2.8,64.58,61.60%,2月23天,5.71年,3.71年,10.70%,6.90%,5.2,48,2.63%,1.98%,-0.09%,-0.29%,84.16,88.6,6.95,95.54,9.30%,52%,32%,17%,0.22,AA-,5.68%,165.99 ,144.2,55.6,0.40%,21,科达转债!
125,华钰转债!,113027,2019/7/10,华钰矿业,601020,有色金属,锌铅镍锡,101.36,-0.08%,0.12%,7.73,0.13%,3.5,0.50%,114.9,10.17,1.97,76.01,33.40%,转股中,4.98年,2.98年,15.80%,12.00%,6.4,41,2.60%,2.04%,0.64%,0.43%,90.35,93,8.85,101.85,-0.50%,42%,18%,17%,0.3,AA,4.42%,134.76 ,126.7,33.7,0.80%,53,华钰转债!
248,顺昌转债!!,128010,2016/2/23,澳洋顺昌,002245,交通运输,物流业,105.3,-0.18%,0.18%,3.9,1.04%,3,0.60%,109.6,9.25,1.87,42.16,150%,转股中,1.59年,回售中,13.30%,5.60%,5.1,38,2.58%,1.43%,回售中,回售中,100.27,102.73,0,102.74,2.50%,42%,53%,17%,0,AA,4.20%,255.30 ,168.4,65.7,0.10%,44,顺昌转债!!
148,岱勒转债!,123024,2019/4/17,岱勒新材,300700,机械装备,专用设备,102.82,0.15%,-0.12%,16.71,0.18%,2.3,1.10%,113,24.9,2.8,67.11,53.20%,转股中,3.75年,1.75年,15.30%,10.20%,2.1,14,2.58%,1.93%,-0.55%,-0.73%,89.25,87.6,6.14,93.74,9.70%,60%,38%,18%,0.18,A+,7.12%,156.02 ,138.5,49.3,-0.60%,34,岱勒转债!
39,新春转债,113568,2020/4/2,五洲新春,603667,机械装备,通用设备,108.35,0.20%,0.96%,8.51,2.04%,11,3.00%,124.8,8.91,1.43,95.51,13.40%,2月24天,5.71年,3.71年,13.30%,12.70%,3.3,25,2.57%,1.82%,-0.89%,-1.12%,84.78,91.72,24.13,115.85,-6.50%,45%,11%,17%,0.57,AA-,5.68%,121.75 ,121.2,29.5,4.40%,38,新春转债
205,新凤转债!,113508,2018/5/16,新凤鸣,603225,服装纺织,纺织行业,102.09,-0.06%,-0.05%,10.27,-0.96%,26,1.20%,112.3,15.78,1.27,65.08,56.90%,转股中,3.84年,1.84年,15.00%,9.70%,21,144,2.56%,1.95%,0.35%,0.07%,94.29,95.38,2.3,97.69,4.50%,46%,28%,16%,0.11,AA,4.42%,158.99 ,139.1,43.7,2.20%,29,新凤转债!
183,长久转债!,113519,2018/11/30,长久物流,603569,交通运输,物流业,108,1.39%,-1.07%,9.42,0.96%,4.8,0.60%,120.1,11.15,2.19,84.48,27.80%,转股中,4.38年,2.38年,13.20%,11.20%,7,53,2.51%,1.69%,-1.64%,-1.91%,92.93,99.78,9.75,109.54,-1.40%,43%,15%,17%,0.33,AA,4.42%,135.80 ,131.5,31.7,-2.30%,18,长久转债!
103,迪贝转债!,113546,2019/11/21,迪贝电气,603320,家电,零部件制,106.39,-0.42%,-0.05%,12.72,-0.78%,6.9,2.80%,121.1,14.1,1.92,90.21,17.90%,转股中,5.34年,3.34年,13.90%,12.50%,2.3,17,2.51%,1.81%,-0.54%,-0.78%,81.67,83.58,26.65,110.23,-3.50%,53%,15%,18%,0.6,A+,7.38%,124.29 ,122.6,39,-0.10%,44,迪贝转债!
8,纵横转债,113573,2020/5/22,纵横通信,603602,通信互联,通信设备,108.32,0.31%,-1.06%,16.54,-1.25%,13,4.30%,124.7,18.81,3.75,87.93,23.20%,4月3天,5.82年,3.82年,8.00%,7.00%,2.7,34,2.50%,1.77%,-0.88%,-1.10%,79.02,83.16,25.27,108.43,-0.10%,76%,15%,16%,0.59,A+,7.38%,131.52 ,128.7,45.5,-14.40%,9,纵横转债
79,鸿达转债,128085,2020/1/8,鸿达兴业,002002,石油天然,化工,109.411,-0.17%,0.04%,3.83,-0.26%,13,0.50%,124.8,3.98,1.44,96.23,13.70%,0.3天,5.49年,3.49年,24.50%,23.60%,24,99,2.48%,1.70%,-1.31%,-1.54%,88.42,97.62,18.94,116.57,-6.10%,47%,9%,16%,0.51,AA,4.68%,123.11 ,122.6,25,2.40%,78,鸿达转债
115,翔鹭转债!,128072,2019/9/16,翔鹭钨业,002842,有色金属,小金属,102.099,0.59%,-0.76%,9.5,-0.84%,5.9,1.90%,115.5,15.31,2.88,62.05,64.50%,转股中,5年59天,3年59天,11.60%,7.20%,3,26,2.47%,1.91%,0.51%,0.29%,86.58,87.39,6.04,93.43,9.30%,61%,34%,18%,0.2,AA-,5.68%,166.60 ,142.1,54.8,-3.40%,29,翔鹭转债!
240,久其转债!,128015,2017/7/18,久其软件,002279,计算机及,软件开发,103.241,-1.68%,-0.17%,7.64,-6.26%,89,11.00%,110.8,9.48,7.11,80.59,28.10%,转股中,2.96年,0.96年,14.40%,11.60%,7.8,54,2.45%,1.75%,-1.45%,-1.72%,94.19,91.16,8.92,100.08,3.20%,47%,22%,17%,0.29,A+,6.90%,131.34 ,125.9,31.7,8.90%,61,久其转债!
113,哈尔转债!,128073,2019/9/11,哈尔斯,002615,其他,家居用品,104.85,-0.24%,-0.17%,4.84,-1.02%,17,5.30%,115.7,5.72,2.44,84.62,23.90%,转股中,4.17年,2.17年,15.10%,12.80%,3,20,2.43%,1.74%,-0.99%,-1.20%,90.67,93.18,12.31,105.48,-0.60%,39%,17%,17%,0.4,AA-,5.42%,128.75 ,125.1,31.9,2.10%,38,哈尔转债!
140,司尔转债!,128064,2019/5/7,司尔特,002538,石油天然,农化,102.66,-0.73%,0.59%,4.88,-0.41%,4.9,0.60%,114.9,6.07,0.94,80.4,27.70%,转股中,4.80年,2.80年,22.80%,18.40%,8,35,2.42%,1.85%,0.24%,0.02%,91.07,93.75,9.69,103.43,-0.70%,34%,17%,16%,0.34,AA,4.42%,130.36 ,124.9,31.2,0.40%,57,司尔转债!
76,森特转债,113557,2020/1/10,森特股份,603098,建筑,建筑工程,106.39,-0.04%,0.48%,9.03,0.89%,2.2,0.40%,120.7,10.26,2.12,88.01,20.90%,3.3天,5.49年,3.49年,13.80%,12.20%,6,43,2.37%,1.70%,-0.62%,-0.83%,85.2,89.67,19.23,108.91,-2.30%,40%,16%,17%,0.5,AA-,5.68%,127.29 ,124.8,35.1,-1.20%,35,森特转债
247,辉丰转债!!,128012,2016/5/17,*ST辉丰,002496,石油天然,农化,99.999,0.00%,0.00%,2.74,2.24%,0,0.00%,104.3,7.71,1.53,35.54,181%,转股中,1.83年,回售中,20.40%,7.30%,8.4,41,2.34%,1.88%,回售中,回售中,103,92.38,10.62,103,-2.90%,46%,<2%,17%,0,A+,6.90%,281.00 ,164.5,61.5,8.90%,58,辉丰转债!!
87,华锋转债!,128082,2020/1/6,华锋股份,002806,电子,元器件制,107.96,-0.22%,1.04%,11.74,1.38%,3.7,1.00%,122,13.09,1.62,89.69,20.40%,转股中,5.45年,3.45年,17.00%,15.30%,3.5,21,2.33%,1.61%,-0.75%,-1.02%,81.54,83.62,26.91,110.53,-2.30%,67%,17%,18%,0.59,A+,7.38%,128.36 ,126.2,42.6,1.10%,59,华锋转债!
218,吉视转债!,113017,2018/1/15,吉视传媒,601929,传媒娱乐,影视娱乐,101.58,-0.29%,0.21%,2.18,-0.46%,12,0.70%,109.8,2.95,1.02,73.9,37.50%,转股中,3.52年,1.52年,23.00%,17.00%,16,68,2.28%,1.74%,0.57%,0.27%,96.18,96.16,3.88,100.04,1.50%,32%,22%,16%,0.19,AA+,3.92%,139.08 ,129.3,33.1,2.10%,51,吉视转债!
121,智能转债!,128070,2019/7/23,智能自控,002877,机械装备,通用设备,105.787,0.70%,-0.76%,7.35,-0.14%,12,5.10%,118.1,9.51,3.46,77.29,36.90%,转股中,5年10天,无权,9.40%,7.30%,2.3,24,2.27%,1.62%,无权,无权,无权,83.35,17.13,100.48,5.30%,68%,26%,18%,0.45,A+,7.38%,142.69 ,134.3,50.9,0.50%,36,智能转债!
106,金轮转债!,128076,2019/11/8,金轮股份,002722,机械装备,专用设备,102.9,-0.17%,0.36%,11.84,0.42%,2.6,1.20%,115.3,14.76,1.12,80.22,28.30%,转股中,5.31年,3.31年,10.30%,8.30%,2.1,21,2.21%,1.68%,0.25%,0.04%,85.84,86.5,15.19,101.7,1.20%,40%,20%,17%,0.44,AA-,5.68%,131.20 ,125.6,39.1,-0.30%,43,金轮转债!
60,正裕转债!,113561,2020/2/10,正裕工业,603089,汽车,零部件制,105.33,-0.57%,0.04%,8.85,-0.90%,1,0.30%,118.5,10.23,1.66,86.51,21.80%,15天,5.53年,3.53年,15.70%,13.60%,2.9,18,2.21%,1.60%,-0.17%,-0.42%,80.76,80.74,25.97,106.72,-1.30%,54%,17%,18%,0.59,A+,7.38%,127.13 ,124.1,43.4,-8.30%,31,正裕转债!
12,凌钢转债!,110070,2020/5/13,凌钢股份,600231,钢铁,炼钢,104,-0.13%,-1.67%,2.31,-4.15%,10,2.20%,117.8,2.75,0.83,84,23.80%,3月27天,5.81年,3.81年,6.90%,5.80%,4.4,64,2.21%,1.66%,0.03%,-0.17%,86.98,90.8,16.23,107.03,-2.80%,40%,13%,18%,0.44,AA,4.68%,127.80 ,124,33.2,5.10%,11,凌钢转债!
153,苏银转债!,110053,2019/4/3,江苏银行,600919,金融,银行行业,107.8,-0.74%,0.83%,5.93,0.34%,187,0.90%,119.1,7.56,0.59,78.44,37.40%,转股中,4.73年,无权,29.20%,22.90%,200,685,2.19%,1.46%,无权,无权,无权,102.06,7.53,109.59,-1.60%,19%,18%,18%,0.27,AAA,3.42%,145.20 ,137.2,35.1,0.00%,52,苏银转债!
238,林洋转债!,113014,2017/11/13,林洋能源,601222,能源电力,电力设备,102.99,0.15%,-0.09%,5.25,1.16%,13,0.40%,110.3,8.59,0.95,61.12,68.50%,转股中,3.35年,1.35年,32.50%,19.90%,30,92,2.11%,1.52%,-0.12%,-0.48%,96.34,95.73,1.47,97.21,5.90%,38%,37%,16%,0.05,AA,4.42%,171.49 ,144.9,48.5,1.50%,25,林洋转债!
210,杭电转债!,113505,2018/3/27,杭电股份,603618,能源电力,电力设备,104.43,-0.39%,0.34%,5.69,-0.18%,6.2,0.80%,112.3,7.14,1.64,79.69,31.00%,转股中,3.71年,1.71年,19.10%,15.20%,7.5,39,2.02%,1.39%,-0.84%,-1.13%,94.86,95.96,6.78,102.74,1.60%,44%,21%,16%,0.29,AA,4.42%,135.43 ,129.2,33.2,-1.00%,40,杭电转债!
137,明泰转债!,113025,2019/5/7,明泰铝业,601677,有色金属,铝金属,104.87,0.39%,-0.62%,8.99,-0.66%,13,0.70%,115.1,11.2,0.8,80.27,30.70%,转股中,4.80年,2.80年,33.20%,26.70%,18,55,2.00%,1.42%,-0.47%,-0.69%,91.08,93.89,9.65,103.54,1.30%,29%,18%,16%,0.34,AA,4.42%,135.57 ,129.5,35.6,1.70%,33,明泰转债!
42,君禾转债,113567,2020/4/3,君禾股份,603617,机械装备,通用设备,106.92,-0.43%,-1.02%,10.41,-2.25%,3.2,1.40%,119.3,11.46,2.43,90.84,17.70%,2月20天,5.70年,3.70年,10.10%,9.20%,2.1,21,1.98%,1.38%,-0.61%,-0.83%,79.6,80.27,29.84,110.11,-2.90%,57%,14%,18%,0.64,A+,7.38%,124.62 ,123,42.7,-2.80%,30,君禾转债
156,中鼎转2!,127011,2019/4/4,中鼎股份,000887,汽车,零部件制,105.33,0.30%,-0.30%,8.1,0.00%,9.2,0.70%,115.2,11.79,1.13,68.7,53.30%,转股中,4.71年,2.71年,12.10%,8.30%,12,99,1.96%,1.36%,-0.60%,-0.84%,92.79,96.47,4.44,100.91,4.40%,39%,26%,17%,0.18,AA+,3.92%,158.63 ,142,45.5,2.90%,31,中鼎转2!
133,永鼎转债!,110058,2019/5/8,永鼎股份,600105,通信互联,通信设备,105,0.00%,0.09%,4.28,0.23%,2.1,0.20%,114.9,5.1,2.19,83.92,25.10%,转股中,4.82年,2.82年,18.40%,15.40%,9.8,53,1.92%,1.35%,-0.52%,-0.74%,90.99,93.66,12.4,106.06,-1.00%,48%,17%,17%,0.4,AA,4.42%,130.10 ,126.1,32.4,3.80%,52,永鼎转债!
30,雷迪转债,123045,2020/4/13,雷迪克,300652,汽车,零部件制,107.35,0.14%,0.18%,19.12,0.47%,3.7,1.20%,119.4,20.38,2.15,93.82,14.40%,2月28天,5.72年,3.72年,17.20%,16.10%,2.9,17,1.92%,1.31%,-0.68%,-0.91%,79.54,80.21,32.25,112.46,-4.50%,35%,13%,18%,0.67,A+,7.38%,121.75 ,120.9,40.7,1.60%,37,雷迪转债
26,久吾转债,123047,2020/4/17,久吾高科,300631,机械装备,专用设备,117.11,-0.23%,0.38%,19.22,0.21%,2.6,0.90%,130.1,17.76,2.92,108.22,8.20%,3月6天,5.74年,3.74年,12.50%,13.50%,2.5,20,1.90%,1.03%,-2.52%,-2.81%,80.6,87.4,40.55,127.95,-8.50%,58%,7%,18%,0.72,A+,7.38%,125.31 ,126,38.6,0.10%,19,久吾转债
