序号,转债名称,转债代码,进展/上市日期,股票名称,股票代码,行业,子行业,转债价格,涨跌,日内套利,股价,涨跌,转债成交额,转债换手率,剩余本息,转股价格,P/B,转股价值,转股溢价率,距离转股日,剩余年限,回售年限,余额/市值,余额/股本,转债余额,股票市值,税前收益率,税后收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,信用,折现率,双低,老式双低,新式双低,MA20乖离,热门度,转债名称
152,未来转债,128063,2019/4/24,德尔未来,002631,其他,家居用品,111.644,-1.07%,-0.17%,8.04,-2.66%,5.8,0.80%,128.2,8.61,3.12,93.38,19.60%,转股中,4.73年,3.73年,11.70%,10.90%,6.3,54,3.05%,2.04%,-0.66%,-1.08%,88.33,99.61,16.85,116.46,-4.10%,49%,11%,16%,0.47,AA-,5.64%,131.24 ,129.9,30.3,4.50%,39,未来转债
119,万里转债!,123032,2019/10/31,万里马,300591,服装纺织,服装纺织,114.11,-0.43%,-1.23%,6.75,-2.74%,25,12.30%,132.8,6.89,4.3,97.97,16.50%,转股中,5.25年,3.25年,8.50%,8.40%,1.8,21,3.05%,2.01%,-1.67%,-2.09%,84.73,92.15,29.77,121.92,-6.40%,45%,8%,18%,0.6,A+,7.52%,130.61 ,130.3,38.1,1.80%,44,万里转债!
28,起步转债!,113576,2020/5/7,起步股份,603557,服装纺织,鞋服行业,103.5,-0.49%,-0.95%,9.11,-2.88%,24,4.50%,121.8,10.55,2.53,86.35,19.90%,3月6天,5.75年,3.75年,12.00%,10.40%,5.2,43,2.94%,2.27%,0.30%,0.07%,84.15,88.67,19.51,108.18,-4.30%,50%,11%,17%,0.5,AA-,5.82%,123.40 ,120.6,32,8.20%,23,起步转债!
207,德尔转债!,123011,2018/8/14,德尔股份,300473,汽车,零部件制,104.649,-0.49%,-0.52%,28.35,-2.81%,11,4.00%,117.1,34.54,1.42,82.08,27.50%,转股中,4年6.5天,2年6.5天,7.80%,6.40%,2.5,32,2.91%,2.12%,-0.47%,-0.79%,92.06,94.44,10.64,105.08,-0.40%,36%,17%,17%,0.36,AA-,5.64%,132.15 ,127.2,32.8,10.50%,37,德尔转债!
259,顺昌转债!!,128010,2016/2/23,澳洋顺昌,002245,交通运输,物流业,104.989,0.00%,0.00%,4.33,-2.26%,9.6,1.80%,109.6,9.25,2.07,46.81,124%,转股中,1.53年,回售中,12.00%,5.60%,5.1,42,2.87%,1.68%,回售中,回售中,100.27,102.53,0,102.53,2.40%,42%,44%,17%,0,AA,4.49%,228.99 ,163.2,60.6,8.50%,43,顺昌转债!!
184,钧达转债!,128050,2018/12/27,钧达股份,002865,汽车,零部件制,109.37,-0.71%,0.03%,14.41,-1.30%,23,6.50%,123.5,14.83,2.06,97.17,12.60%,转股中,4.42年,2.42年,18.40%,17.80%,3.2,17,2.85%,1.93%,-2.02%,-2.30%,90.29,97.46,20.03,117.5,-6.90%,57%,10%,18%,0.52,AA-,5.64%,121.97 ,121.6,24.1,4.80%,60,钧达转债!
182,奇精转债!,113524,2019/1/7,奇精机械,603677,家电,零部件制,104.72,-0.08%,1.44%,11.75,3.98%,7,2.00%,117.9,14.28,2.26,82.28,27.30%,转股中,4.43年,2.43年,14.60%,12.00%,3.3,23,2.77%,2.03%,-0.49%,-0.75%,92.04,96.85,10.36,107.2,-2.30%,45%,18%,18%,0.34,AA,4.64%,132.02 ,127.2,30.3,10.80%,48,奇精转债!
52,新春转债,113568,2020/4/2,五洲新春,603667,机械装备,通用设备,108.3,-0.76%,-0.42%,8.48,-2.08%,6.7,1.90%,124.8,8.91,1.42,95.17,13.80%,2月4天,5.65年,3.65年,13.30%,12.70%,3.3,25,2.60%,1.84%,-0.89%,-1.12%,84.61,91.33,23.94,115.27,-6.00%,45%,9%,17%,0.57,AA-,5.82%,122.10 ,121.4,30.1,3.20%,38,新春转债
244,嘉澳转债!,113502,2017/11/27,嘉澳环保,603822,化工,化工,103.35,-1.10%,1.06%,25,-1.46%,1.6,0.80%,112.3,44.79,2.46,55.82,85.20%,转股中,3.33年,1.33年,10.10%,5.60%,1.9,18,2.58%,1.88%,-0.36%,-0.72%,94.75,93.91,1.56,95.47,8.30%,47%,47%,17%,0.03,AA-,5.64%,188.55 ,150.9,56.1,5.60%,31,嘉澳转债!
246,时达转债!,128018,2017/12/4,新时达,002527,机械装备,机器人及,101.68,-0.80%,0.46%,5.39,-2.18%,3.5,0.40%,110.3,7.42,1.35,72.64,40.00%,转股中,3.32年,1.32年,26.30%,19.10%,8.8,33,2.54%,1.93%,0.75%,0.37%,96.15,95.19,3.88,99.07,2.60%,36%,24%,16%,0.15,AA,4.64%,141.68 ,130.7,34.6,5.40%,44,时达转债!
51,科达转债!,113569,2020/4/8,苏州科达,603660,通信互联,物联网,105.15,-0.60%,0.02%,10.35,-2.08%,3.7,0.70%,120.7,14.84,3.01,69.74,50.80%,2月3天,5.66年,3.66年,10.00%,7.00%,5.2,52,2.52%,1.87%,-0.28%,-0.49%,83.99,88.21,9.42,97.63,7.70%,52%,29%,17%,0.28,AA-,5.82%,155.95 ,140.6,52.3,8.00%,20,科达转债!
253,永东转债!,128014,2017/7/18,永东股份,002753,化工,化工,104.1,-1.23%,0.14%,9.34,-6.88%,3.8,1.10%,111.3,12.6,2.02,74.13,40.40%,转股中,2.77年,0.77年,9.60%,7.10%,3.4,35,2.49%,1.71%,-2.37%,-2.74%,96.86,96.24,3.72,99.96,4.10%,46%,26%,17%,0.16,AA-,5.49%,144.50 ,134.1,37.2,3.70%,41,永东转债!
236,铁汉转债!,123004,2018/1/26,铁汉生态,300197,城市公用,生态环境,101.2,-0.61%,0.41%,2.85,-1.38%,6,0.70%,109.8,3.98,1.28,71.61,41.30%,转股中,3.44年,1.44年,12.50%,8.90%,8.3,67,2.45%,1.90%,0.84%,0.52%,95.41,94.24,3.49,97.73,3.60%,56%,26%,15%,0.14,AA,4.64%,142.50 ,130.8,35.4,9.20%,29,铁汉转债!
134,清水转债,123028,2019/7/15,清水源,300437,城市公用,三废处理,108.51,-0.90%,-0.11%,10.95,-1.97%,2.4,0.40%,121.8,11.84,1.58,92.48,17.30%,转股中,4.94年,2.94年,20.50%,19.00%,4.9,24,2.43%,1.65%,-1.15%,-1.44%,88.5,93.52,20.45,113.96,-4.80%,38%,12%,18%,0.52,AA-,5.64%,125.81 ,124.5,31,6.00%,45,清水转债
258,辉丰转债!!,128012,2016/5/17,*ST辉丰,002496,化工,农化,99.999,0.00%,0.00%,2.94,1.73%,0,0.00%,104.3,4.38,1.64,67.12,49.00%,转股中,1.78年,回售中,19.00%,12.80%,8.4,44,2.42%,1.93%,回售中,回售中,103,90.78,12.22,103,-2.90%,46%,<2%,17%,0,A,8.19%,149.00 ,132.9,29.9,4.20%,55,辉丰转债!!
84,永创转债!,113559,2020/1/10,永创智能,603901,机械装备,专用设备,104.84,-1.00%,0.17%,8.06,-2.07%,5,0.90%,118.9,10.32,2.67,78.1,34.20%,转股中,5.45年,3.45年,14.40%,11.20%,5.1,35,2.40%,1.77%,0.04%,-0.23%,85.83,88.08,14.05,102.13,2.70%,43%,22%,17%,0.4,AA-,5.82%,139.04 ,131.6,43.5,9.20%,27,永创转债!
173,长城转债!,113528,2019/3/20,长城科技,603897,机械装备,专用设备,105.7,-0.34%,-0.51%,20.32,-1.88%,5.6,0.80%,117.6,23.75,1.96,85.56,23.50%,转股中,4.64年,2.64年,17.50%,15.00%,6.3,36,2.38%,1.69%,-0.61%,-0.88%,89.28,91.72,15.12,106.84,-1.10%,46%,16%,17%,0.45,AA-,5.64%,129.20 ,125.8,34.1,6.70%,47,长城转债!
21,纵横转债,113573,2020/5/22,纵横通信,603602,通信互联,通信设备,109.19,-0.19%,-1.57%,17.39,-2.74%,15,5.20%,124.7,18.81,3.95,92.45,18.10%,3月13天,5.77年,3.77年,7.60%,7.00%,2.7,35,2.38%,1.64%,-1.09%,-1.32%,78.93,82.88,28.49,111.36,-2.00%,75%,12%,16%,0.64,A+,7.52%,127.29 ,125.9,43.1,4.90%,10,纵横转债
251,久其转债!,128015,2017/7/18,久其软件,002279,计算机及,软件开发,103.623,-1.59%,0.10%,7.71,-4.81%,24,2.90%,110.8,9.48,7.18,81.33,27.40%,转股中,2.91年,0.91年,14.20%,11.60%,7.8,55,2.36%,1.66%,-1.87%,-2.14%,94.26,90.79,9.38,100.17,3.50%,47%,24%,17%,0.31,A+,7.19%,131.02 ,125.9,31.7,3.80%,60,久其转债!
111,浦发转债!,110059,2019/11/15,浦发银行,600000,金融,银行行业,104.6,-1.44%,0.48%,11.6,-3.25%,682,1.30%,117.8,15.05,0.66,77.08,35.70%,转股中,5.30年,无权,14.70%,11.30%,500,3405,2.33%,1.71%,无权,无权,无权,97.09,8.27,105.37,-0.70%,20%,18%,17%,0.3,AAA,3.82%,140.30 ,132.1,35,6.30%,80,浦发转债!
85,建工转债!,110064,2020/1/16,重庆建工,600939,建筑,建筑工程,106.51,-1.53%,1.32%,4.02,-0.50%,51,2.90%,120.2,4.65,1.07,86.45,23.20%,转股中,5.44年,3.44年,22.80%,19.70%,17,73,2.30%,1.64%,-0.52%,-0.76%,89.89,95.99,13.24,109.23,-2.50%,37%,16%,16%,0.42,AA+,4.32%,129.71 ,126.6,30.6,8.70%,42,建工转债!
114,迪贝转债!,113546,2019/11/21,迪贝电气,603320,家电,零部件制,108.12,-0.52%,-0.73%,13.32,-1.91%,16,6.30%,121.1,14.1,2.02,94.47,14.50%,转股中,5.28年,3.28年,13.30%,12.50%,2.3,17,2.22%,1.51%,-1.01%,-1.26%,81.62,83.35,29.88,113.23,-4.50%,53%,12%,18%,0.65,A+,7.52%,122.62 ,121.8,38.4,5.20%,44,迪贝转债!
25,凌钢转债!,110070,2020/5/13,凌钢股份,600231,钢铁,炼钢,104.13,-2.45%,0.14%,2.4,-4.76%,5.2,1.10%,117.8,2.75,0.86,87.27,19.30%,3月7天,5.75年,3.75年,6.60%,5.80%,4.4,67,2.21%,1.65%,0.00%,-0.20%,86.75,90.35,18.24,108.59,-4.10%,40%,14%,18%,0.48,AA,4.82%,123.43 ,121,30.6,4.80%,11,凌钢转债!
228,迪龙转债!,128033,2018/1/29,雪迪龙,002658,城市公用,三废处理,102.185,0.16%,-0.40%,6.5,-1.22%,3.6,0.70%,109.8,8.83,1.97,73.61,38.80%,转股中,3.46年,1.46年,13.20%,9.70%,5.2,39,2.14%,1.59%,0.22%,-0.09%,95.31,94.13,4.99,99.13,3.10%,38%,24%,17%,0.2,AA,4.64%,140.99 ,130.8,35.4,7.40%,39,迪龙转债!
124,哈尔转债!,128073,2019/9/11,哈尔斯,002615,其他,家居用品,106.2,-1.09%,-0.27%,4.95,-3.13%,17,5.30%,115.7,5.72,2.5,86.54,22.70%,转股中,4年41天,2年41天,14.80%,12.80%,3,20,2.14%,1.44%,-1.58%,-1.78%,90.5,92.66,13.52,106.18,0.00%,38%,18%,17%,0.43,AA-,5.64%,128.90 ,125.9,33.2,2.00%,37,哈尔转债!
159,岱勒转债!,123024,2019/4/17,岱勒新材,300700,机械装备,专用设备,104.67,0.50%,-0.34%,18.9,0.53%,19,8.70%,113,24.9,3.17,75.9,37.90%,转股中,3.69年,1.69年,13.50%,10.20%,2.1,16,2.12%,1.47%,-1.52%,-1.70%,89.25,87.27,10.24,97.51,7.30%,60%,32%,18%,0.31,A+,7.34%,142.57 ,133.4,44.2,11.30%,33,岱勒转债!
171,中信转债!,113021,2019/3/19,中信银行,601998,金融,银行行业,108.27,-1.32%,0.39%,5.72,-3.38%,55,0.10%,118.8,7.22,0.61,79.22,36.70%,转股中,4.65年,无权,14.30%,11.30%,400,2799,2.08%,1.35%,无权,无权,无权,101.1,7.27,108.37,-0.10%,23%,19%,17%,0.28,AAA,3.64%,144.97 ,137.3,36.2,7.70%,56,中信转债!
89,森特转债,113557,2020/1/10,森特股份,603098,建筑,建筑工程,108.27,-0.18%,0.18%,9.9,0.00%,9.8,1.50%,120.7,10.26,2.33,96.49,12.20%,转股中,5.44年,3.44年,12.60%,12.20%,6,48,2.06%,1.39%,-1.11%,-1.33%,85.05,89.31,25.1,114.41,-5.40%,40%,11%,17%,0.61,AA-,5.82%,120.47 ,120,30.7,7.90%,35,森特转债
216,新凤转债!,113508,2018/5/16,新凤鸣,603225,服装纺织,纺织行业,104.12,-1.03%,0.86%,11.37,-0.87%,19,0.80%,112.3,15.78,1.41,72.05,44.50%,转股中,3.79年,1.79年,13.50%,9.70%,21,159,2.05%,1.44%,-0.65%,-0.93%,94.13,94.86,4.27,99.13,5.00%,46%,29%,16%,0.19,AA,4.64%,148.62 ,136.2,41.3,8.90%,28,新凤转债!
237,众兴转债!,128026,2018/1/3,众兴菌业,002772,农业,种植业,103.099,-0.30%,-0.85%,9.28,-3.53%,21,2.20%,110.3,11.45,1.39,81.05,27.20%,转股中,3.42年,1.42年,26.90%,21.80%,9.2,34,2.04%,1.46%,-0.18%,-0.53%,94.28,91.79,8.98,100.77,2.30%,37%,19%,16%,0.32,AA-,5.64%,130.30 ,125.1,30.9,7.90%,61,众兴转债!
126,翔鹭转债!,128072,2019/9/16,翔鹭钨业,002842,有色金属,小金属,104.795,-0.90%,0.08%,10.81,-2.61%,2.7,0.80%,115.5,15.31,3.27,70.61,48.40%,转股中,5年39天,3年39天,10.20%,7.20%,3,30,1.96%,1.41%,-0.28%,-0.51%,86.47,87.07,10,97.08,8.00%,61%,31%,18%,0.31,AA-,5.82%,153.20 ,139,51.9,11.00%,28,翔鹭转债!
132,智能转债!,128070,2019/7/23,智能自控,002877,机械装备,通用设备,107.33,1.25%,-1.79%,7.98,-0.99%,44,17.90%,117.6,9.51,3.75,83.91,27.90%,转股中,4.97年,无权,8.70%,7.30%,2.3,27,1.89%,1.25%,无权,无权,无权,83.32,21.43,104.75,2.50%,67%,21%,18%,0.54,A+,7.34%,135.23 ,130.7,47.4,7.60%,35,智能转债!
151,司尔转债!,128064,2019/5/7,司尔特,002538,化工,农化,105.408,-0.79%,-0.28%,5.3,-2.39%,5.3,0.60%,114.9,6.07,1.02,87.31,20.70%,转股中,4.74年,2.74年,21.00%,18.40%,8,38,1.87%,1.29%,-0.67%,-0.89%,90.74,93.05,13.61,106.67,-1.20%,34%,15%,16%,0.45,AA,4.64%,126.11 ,123.5,30.4,7.50%,55,司尔转债!
7,飞鹿转债,123052,2020/7/3,飞鹿股份,300665,化工,化工,114.422,-0.16%,0.51%,10.84,0.46%,20,9.90%,127.3,9.9,2.97,109.49,4.50%,5月2天,5.90年,3.90年,13.40%,14.70%,1.8,13,1.87%,1.09%,-2.07%,-2.30%,78.65,83.86,43.16,127.02,-9.90%,53%,<2%,18%,0.76,A+,7.52%,118.92 ,119.3,35.5,8.40%,4,飞鹿转债
194,长久转债!,113519,2018/11/30,长久物流,603569,交通运输,物流业,111.16,-0.75%,0.28%,9.54,-1.34%,17,2.10%,120.1,11.15,2.22,85.56,29.90%,转股中,4.32年,2.32年,13.00%,11.20%,7,53,1.84%,1.02%,-2.82%,-3.09%,92.66,99.13,10.38,109.51,1.50%,43%,21%,17%,0.35,AA,4.64%,141.06 ,136.8,37.6,1.60%,18,长久转债!
92,鸿达转债,128085,2020/1/8,鸿达兴业,002002,化工,化工,113.5,-0.44%,0.44%,4.33,0.00%,56,2.00%,124.8,3.98,1.63,108.79,4.30%,转股中,5.43年,3.43年,21.70%,23.60%,24,112,1.80%,1.02%,-2.35%,-2.57%,88.22,97.18,27.75,124.93,-9.10%,47%,<2%,16%,0.65,AA,4.82%,117.80 ,118.2,21,13.70%,77,鸿达转债
117,金轮转债!,128076,2019/11/8,金轮股份,002722,机械装备,专用设备,105.27,-0.59%,-0.27%,12.95,-1.60%,8,3.50%,115.3,14.76,1.22,87.74,20.00%,转股中,5.26年,3.26年,9.40%,8.30%,2.1,23,1.78%,1.25%,-0.41%,-0.63%,85.71,86.18,19.96,106.13,-0.80%,40%,17%,17%,0.54,AA-,5.82%,125.27 ,122.8,36.6,6.80%,42,金轮转债!
229,吉视转债!,113017,2018/1/15,吉视传媒,601929,传媒娱乐,影视娱乐,103.78,-0.70%,0.10%,2.38,-2.06%,45,2.70%,109.8,2.95,1.12,80.68,28.60%,转股中,3.46年,1.46年,21.10%,17.00%,16,74,1.67%,1.13%,-0.74%,-1.04%,96.05,95.68,6.36,102.04,1.70%,32%,21%,16%,0.29,AA+,4.14%,132.38 ,126.9,30.8,7.60%,51,吉视转债!
43,雷迪转债,123045,2020/4/13,雷迪克,300652,汽车,零部件制,109.21,-1.48%,0.34%,20.25,-1.56%,8.3,2.60%,119.4,20.13,2.27,100.6,8.60%,2月8天,5.67年,3.67年,16.20%,16.30%,2.9,18,1.62%,1.01%,-1.14%,-1.36%,79.46,79.94,37.23,117.18,-6.80%,35%,10%,18%,0.73,A+,7.52%,117.81 ,117.8,37.9,4.60%,36,雷迪转债
221,杭电转债!,113505,2018/3/27,杭电股份,603618,能源电力,电力设备,106.05,-1.82%,0.73%,6.01,-3.06%,5.3,0.70%,112.3,7.14,1.73,84.17,26.00%,转股中,3.65年,1.65年,18.10%,15.20%,7.5,42,1.61%,0.98%,-1.71%,-2.00%,94.73,95.47,8.82,104.29,1.70%,43%,21%,16%,0.36,AA,4.64%,132.05 ,127.9,32.5,5.80%,39,杭电转债!
198,岭南转债!,128044,2018/9/4,岭南股份,002717,城市公用,生态环境,104.9,0.49%,0.72%,4.96,3.12%,34,4.90%,111.8,5.92,1.66,83.78,25.20%,转股中,4年33天,2年33天,8.70%,7.20%,6.6,76,1.60%,1.06%,-0.69%,-0.97%,93.35,93.24,10.42,103.66,1.20%,66%,21%,16%,0.39,AA,4.64%,130.10 ,126,32.7,8.50%,30,岭南转债!
66,银河转债!,123042,2020/2/14,金银河,300619,机械装备,专用设备,106.55,-0.24%,-0.32%,20.99,-0.94%,12,6.90%,115.9,24.46,3.31,85.81,24.20%,8天,5.51年,3.51年,10.70%,9.10%,1.7,16,1.57%,1.05%,-0.60%,-0.82%,80.13,78.47,26.1,104.57,1.90%,49%,21%,18%,0.59,A+,7.52%,130.75 ,127.3,47.2,6.60%,25,银河转债!
249,林洋转债!,113014,2017/11/13,林洋能源,601222,能源电力,电力设备,104.99,-0.78%,0.36%,6.06,-3.19%,17,0.50%,110.3,8.59,1.1,70.55,48.80%,转股中,3.29年,1.29年,28.30%,20.00%,30,106,1.54%,0.95%,-1.45%,-1.81%,96.27,95.31,3.23,98.54,6.50%,38%,32%,16%,0.13,AA,4.64%,153.79 ,139.4,43.2,11.70%,24,林洋转债!
147,核能转债!,113026,2019/5/8,中国核电,601985,能源电力,核电,102.45,-1.21%,0.60%,4.53,-2.58%,18,0.20%,109.8,6.2,1.41,73.06,40.20%,转股中,4.76年,2.76年,11.10%,8.10%,78,705,1.49%,1.10%,0.29%,0.06%,93.12,92.92,5.08,97.99,4.50%,19%,22%,15%,0.24,AAA,3.64%,142.65 ,131.8,38.7,7.70%,51,核能转债!
150,核建转债!,113024,2019/4/26,中国核建,601611,建筑,建筑工程,102.43,-1.20%,0.54%,6.8,-3.27%,3.4,0.10%,109.7,9.82,1.76,69.25,47.90%,转股中,4.74年,2.74年,16.60%,11.50%,30,180,1.48%,1.09%,0.26%,0.04%,93.09,92.88,4.38,97.26,5.30%,32%,27%,16%,0.2,AAA,3.64%,150.33 ,135.6,42.5,5.90%,43,核建转债!
186,华源转债!,128049,2018/12/20,华源控股,002787,造纸包装,包装材料,108.221,-0.71%,-0.33%,7.12,-1.79%,2.7,0.60%,115.2,7.42,1.54,95.96,12.80%,转股中,4.38年,2.38年,18.10%,17.30%,4,22,1.47%,0.83%,-1.74%,-2.01%,90.18,91.08,22.1,113.18,-4.40%,63%,12%,18%,0.58,AA-,5.64%,121.02 ,120.5,29.4,4.80%,59,华源转债!
90,孚日转债!,128087,2020/1/16,孚日股份,002083,服装纺织,家纺,105.15,-0.14%,1.56%,6.04,2.37%,85,12.40%,113.3,6.39,1.42,94.52,11.20%,转股中,5.43年,3.43年,11.90%,11.20%,6.5,55,1.41%,0.96%,-0.36%,-0.57%,87.78,88.19,21.78,109.98,-4.40%,31%,13%,16%,0.6,AA,4.82%,116.35 ,115.8,27.6,9.90%,46,孚日转债!
164,苏银转债!,110053,2019/4/3,江苏银行,600919,金融,银行行业,111.83,-1.90%,0.14%,6.36,-4.65%,293,1.30%,119.1,7.28,0.64,87.36,28.00%,转股中,4.67年,无权,27.20%,23.80%,200,734,1.40%,0.67%,无权,无权,无权,101.27,11.84,113.11,-1.10%,19%,17%,18%,0.38,AAA,3.64%,139.83 ,136.3,35,5.40%,50,苏银转债!
32,鲁泰转债,127016,2020/5/13,鲁 泰Ａ,000726,服装纺织,纺织行业,107.42,-0.73%,-0.26%,8.03,-1.95%,26,1.70%,116.2,8.91,0.88,90.12,19.20%,3月5天,5.74年,3.74年,20.30%,18.30%,14,69,1.40%,0.89%,-0.90%,-1.09%,88.02,91.54,16.9,108.44,-0.90%,21%,16%,16%,0.5,AA+,4.32%,126.62 ,124.7,33.2,2.80%,18,鲁泰转债
35,利群转债!,113033,2020/4/21,利群股份,601366,商业零售,商场,106.7,-0.23%,1.19%,6.54,1.71%,21,1.10%,115.3,7.16,1.22,91.34,16.80%,2月28天,5.72年,3.72年,32.00%,29.20%,18,56,1.39%,0.90%,-0.71%,-0.90%,86.59,88.53,20.77,109.3,-2.40%,32%,17%,17%,0.56,AA,4.82%,123.50 ,122.1,33.5,6.80%,30,利群转债!
