序号,转债名称,转债代码,进展/上市日期,股票名称,股票代码,行业,子行业,转债价格,涨跌,日内套利,股价,涨跌,转债成交额,转债换手率,剩余本息,转股价格,P/B,转股价值,转股溢价率,距离转股日,剩余年限,回售年限,余额/市值,余额/股本,转债余额,股票市值,税前收益率,税后收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,信用,折现率,双低,老式双低,新式双低,MA20乖离,热门度,转债名称
183,今飞转债!,128056,2019/3/22,今飞凯达,002863,汽车,零部件制,103.816,-0.13%,0.37%,5.59,0.54%,60,15.70%,121,6.76,2.07,82.69,25.50%,转股中,4.60年,2.60年,17.50%,14.50%,3.7,21,3.47%,2.65%,0.12%,-0.17%,86.29,88.8,16.55,105.35,-1.50%,59%,17%,17%,0.45,A+,7.14%,129.32 ,124.9,36.1,6.70%,56,今飞转债!
151,大业转债!,113535,2019/6/3,大业股份,603278,汽车,零部件制,99.72,-0.13%,-0.08%,8.07,-1.71%,2.8,0.60%,113.1,12.4,1.46,65.08,53.20%,转股中,3.79年,1.79年,21.40%,13.90%,5,23,3.42%,2.77%,1.09%,0.90%,93.59,96.13,2.81,98.94,0.80%,47%,22%,18%,0.13,AA,4.44%,152.92 ,134.4,38.2,-1.60%,51,大业转债!
170,迪森转债!,123023,2019/4/16,迪森股份,300335,能源电力,电力供应,98.7,-0.15%,-0.10%,4.86,-1.22%,4,0.70%,114.9,7.04,1.31,69.03,43.00%,转股中,4.65年,3.65年,34.00%,23.50%,6,18,3.39%,2.78%,1.72%,1.44%,89.37,94.25,5.74,99.99,-1.30%,38%,17%,18%,0.21,AA,4.44%,141.70 ,128.4,34.1,0.20%,50,迪森转债!
218,海澜转债!,110045,2018/7/31,海澜之家,600398,服装纺织,服装行业,98.01,-0.56%,0.45%,6.1,-4.24%,29,1.00%,111.1,11.75,2.04,51.91,88.80%,转股中,3.97年,1.97年,10.90%,5.70%,29,270,3.25%,2.71%,1.91%,1.71%,93.98,95.5,0.39,95.89,2.20%,31%,29%,16%,0.03,AA+,3.94%,186.81 ,144.1,48.6,-0.90%,59,海澜转债!
216,德尔转债!,123011,2018/8/14,德尔股份,300473,汽车,零部件制,102.82,-0.58%,-0.13%,26.52,-2.54%,3.3,1.30%,116.3,34.54,1.32,76.78,33.90%,转股中,3.98年,1.98年,8.30%,6.40%,2.5,30,3.20%,2.44%,-0.01%,-0.26%,91.81,94.53,7.69,102.22,0.60%,37%,19%,17%,0.28,AA-,5.44%,136.72 ,128.9,34.3,-1.20%,37,德尔转债!
245,铁汉转债!,123004,2018/1/26,铁汉生态,300197,城市公用,生态环境,99.28,-0.05%,-0.25%,2.68,-3.60%,4.1,0.50%,109.8,3.98,1.21,67.34,47.40%,转股中,3.40年,1.40年,13.20%,8.90%,8.3,63,3.07%,2.50%,2.11%,1.78%,95.86,95,2.27,97.27,2.10%,49%,21%,15%,0.08,AA,4.44%,146.68 ,131.2,35.4,-2.70%,29,铁汉转债!
40,起步转债!,113576,2020/5/7,起步股份,603557,服装纺织,鞋服行业,102.89,-0.98%,-2.05%,8.75,-6.72%,12,2.20%,121.8,10.55,2.43,82.94,24.10%,2月23天,5.71年,3.71年,12.50%,10.40%,5.2,41,3.07%,2.39%,0.46%,0.22%,84.75,89.51,16.87,106.38,-3.30%,50%,11%,17%,0.45,AA-,5.68%,126.99 ,122.8,33.3,-3.80%,25,起步转债!
33,纵横转债,113573,2020/5/22,纵横通信,603602,通信互联,通信设备,105.75,-0.90%,-0.92%,15.18,-3.68%,4.8,1.70%,124.7,18.81,3.45,80.7,31.00%,3月0天,5.73年,3.73年,8.70%,7.00%,2.7,31,2.98%,2.24%,-0.28%,-0.51%,79.54,83.7,19.7,103.4,2.30%,75%,18%,16%,0.49,A+,7.38%,136.75 ,130.8,47.1,-9.10%,11,纵横转债
63,科达转债!,113569,2020/4/8,苏州科达,603660,通信互联,物联网,103,-0.72%,0.12%,9.05,-3.42%,1.9,0.40%,120.7,14.84,2.63,60.98,68.90%,50天,5.62年,3.62年,11.40%,7.00%,5.2,45,2.92%,2.26%,0.27%,0.06%,84.58,89.04,5.36,94.4,9.10%,52%,33%,17%,0.18,AA-,5.68%,171.90 ,145,56,-6.50%,21,科达转债!
260,久其转债!,128015,2017/7/18,久其软件,002279,计算机及,软件开发,102.15,-1.23%,0.66%,6.91,-4.82%,10,1.30%,110.8,9.48,6.43,72.89,40.10%,转股中,2.87年,0.87年,15.90%,11.60%,7.8,49,2.91%,2.19%,-0.57%,-0.86%,94.69,91.5,5.42,96.92,5.40%,47%,29%,17%,0.12,A+,6.99%,142.25 ,131.4,36.7,-7.70%,59,久其转债!
262,永东转债!,128014,2017/7/18,永东股份,002753,化工,化工,103.098,-0.30%,0.04%,8.06,-5.18%,1.6,0.50%,111.3,12.6,1.75,63.97,61.20%,转股中,2.73年,0.73年,11.10%,7.10%,3.4,30,2.89%,2.10%,-1.41%,-1.80%,97.22,96.92,1.35,98.27,4.90%,46%,32%,17%,0.05,AA-,5.29%,164.30 ,142.2,45,-12.80%,41,永东转债!
169,岱勒转债!,123024,2019/4/17,岱勒新材,300700,机械装备,专用设备,102.1,-0.86%,0.01%,17.66,-3.81%,2.9,1.40%,113,24.9,2.96,70.92,44.00%,转股中,3.65年,1.65年,14.40%,10.20%,2.1,15,2.85%,2.18%,-0.19%,-0.38%,89.78,88.09,7.46,95.56,6.80%,60%,31%,18%,0.22,A+,7.14%,146.10 ,133.3,43.5,-1.90%,33,岱勒转债!
193,钧达转债!,128050,2018/12/27,钧达股份,002865,汽车,零部件制,109.562,-0.44%,-0.10%,14.12,-1.12%,17,4.90%,123.5,14.83,2.02,95.21,15.10%,转股中,4.38年,2.38年,18.70%,17.80%,3.2,17,2.84%,1.90%,-2.11%,-2.40%,90.9,98.45,18.2,116.65,-6.10%,57%,10%,18%,0.48,AA-,5.44%,124.66 ,123.9,25.5,-0.70%,61,钧达转债!
64,新春转债,113568,2020/4/2,五洲新春,603667,机械装备,通用设备,107.02,-0.82%,-0.24%,8.19,-2.03%,5.1,1.40%,124.8,8.91,1.38,91.92,16.40%,51天,5.61年,3.61年,13.80%,12.70%,3.3,24,2.84%,2.07%,-0.58%,-0.82%,85.2,92.19,21.27,113.45,-5.70%,45%,10%,17%,0.52,AA-,5.68%,123.42 ,122.1,29.9,-1.70%,38,新春转债
253,嘉澳转债!,113502,2017/11/27,嘉澳环保,603822,化工,化工,102.63,-0.20%,0.08%,25.64,-3.43%,1.5,0.80%,112.3,44.79,2.53,57.24,79.30%,转股中,3.30年,1.30年,9.80%,5.60%,1.9,19,2.83%,2.12%,0.11%,-0.26%,95.21,94.68,1.46,96.14,6.80%,47%,39%,17%,0.04,AA-,5.44%,181.93 ,148,52.8,1.80%,30,嘉澳转债!
268,顺昌转债!!,128010,2016/2/23,澳洋顺昌,002245,交通运输,物流业,105.18,-0.83%,0.83%,4.72,-4.07%,14,2.60%,109.6,9.25,2.16,51.03,106%,转股中,1.50年,回售中,11.00%,5.60%,5.1,46,2.82%,1.60%,回售中,回售中,100.27,102.99,0,102.99,2.10%,43%,43%,17%,0,AA,4.29%,211.18 ,159.3,56.3,12.80%,42,顺昌转债!!
144,清水转债,123028,2019/7/15,清水源,300437,城市公用,三废处理,107.14,-1.10%,0.03%,10.55,-2.31%,2.1,0.40%,121.8,11.84,1.52,89.1,20.20%,转股中,4.90年,2.90年,21.30%,19.00%,4.9,23,2.72%,1.93%,-0.75%,-1.05%,89.19,94.56,17.81,112.37,-4.70%,37%,13%,18%,0.46,AA-,5.44%,127.34 ,125.2,30.6,-1.70%,45,清水转债
129,万里转债!,123032,2019/10/31,万里马,300591,服装纺织,服装纺织,116.2,-1.68%,-2.18%,7.3,-5.81%,98,46.50%,132.8,6.89,4.66,105.95,9.70%,转股中,5.21年,3.21年,7.90%,8.40%,1.8,23,2.70%,1.65%,-2.22%,-2.65%,85.32,93,35.2,128.19,-9.40%,43%,<2%,18%,0.66,A+,7.38%,125.90 ,126.4,33.5,5.80%,44,万里转债!
102,鸿达转债,128085,2020/1/8,鸿达兴业,002002,化工,化工,108.4,-1.90%,-0.92%,3.79,-5.49%,30,1.10%,124.8,3.92,1.43,96.68,12.10%,转股中,5.39年,3.39年,24.70%,23.90%,24,98,2.70%,1.91%,-1.09%,-1.32%,88.79,98.03,18.9,116.93,-7.30%,47%,6%,16%,0.51,AA,4.68%,120.50 ,120.1,22.1,-5.30%,76,鸿达转债
203,长久转债!,113519,2018/11/30,长久物流,603569,交通运输,物流业,107.54,-0.88%,0.07%,9.58,-2.34%,2.5,0.30%,120.1,11.15,2.23,85.92,25.20%,转股中,4.29年,2.29年,13.00%,11.20%,7,54,2.67%,1.83%,-1.53%,-1.81%,93.25,100.1,10.19,110.29,-2.50%,43%,14%,17%,0.35,AA,4.44%,132.74 ,129.2,29.1,1.40%,17,长久转债!
121,浦发转债!,110059,2019/11/15,浦发银行,600000,金融,银行行业,102.99,-0.52%,-0.38%,10.42,-3.87%,417,0.80%,117.8,14.45,0.6,72.11,42.80%,转股中,5.26年,无权,16.30%,11.80%,500,3058,2.66%,2.03%,无权,无权,无权,97.9,6.01,103.91,-0.90%,21%,16%,17%,0.23,AAA,3.68%,145.79 ,133.9,36,-8.20%,79,浦发转债!
180,中信转债!,113021,2019/3/19,中信银行,601998,金融,银行行业,105.78,-0.14%,-0.35%,5.12,-2.48%,90,0.20%,118.8,6.98,0.55,73.35,44.20%,转股中,4.61年,无权,16.00%,11.70%,400,2505,2.63%,1.88%,无权,无权,无权,102.11,4.76,106.88,-1.00%,24%,16%,17%,0.2,AAA,3.44%,149.98 ,138.2,36.1,-7.10%,55,中信转债!
142,智能转债!,128070,2019/7/23,智能自控,002877,机械装备,通用设备,103.783,-1.72%,0.09%,7.51,-3.59%,6.9,2.90%,117.6,9.51,3.53,78.97,31.40%,转股中,4.94年,无权,9.20%,7.30%,2.3,25,2.62%,1.97%,无权,无权,无权,84.29,17.44,101.74,2.00%,66%,21%,18%,0.45,A+,7.14%,135.18 ,128.6,44.3,-2.90%,35,智能转债!
237,迪龙转债!,128033,2018/1/29,雪迪龙,002658,城市公用,三废处理,101,-0.10%,-0.42%,6.32,-3.07%,7.4,1.40%,109.8,8.83,1.91,71.57,41.10%,转股中,3.42年,1.42年,13.60%,9.70%,5.2,38,2.52%,1.96%,0.97%,0.65%,95.76,94.9,4.14,99.04,2.00%,38%,22%,17%,0.17,AA,4.44%,142.10 ,130.4,34.7,-0.60%,38,迪龙转债!
2,胜达转债,113591,2020/7/23,大胜达,603687,造纸包装,包装用纸,105.72,-3.10%,-0.49%,13.21,-6.77%,90,15.20%,122.2,14.73,3.74,89.68,17.90%,5月17天,5.93年,3.93年,10.10%,9.10%,5.5,54,2.52%,1.86%,-0.38%,-0.57%,83.21,88.63,22.59,111.21,-4.90%,64%,11%,18%,0.53,AA-,5.68%,123.62 ,121.8,33.1,-10.30%,2,胜达转债
267,辉丰转债!!,128012,2016/5/17,*ST辉丰,002496,化工,农化,99.999,0.00%,0.00%,2.95,-1.67%,0,0.00%,104.3,4.38,1.65,67.35,48.50%,转股中,1.74年,回售中,19.00%,12.80%,8.4,44,2.47%,1.98%,回售中,回售中,103,91.33,11.67,103,-2.90%,46%,<2%,17%,0,A,7.99%,148.50 ,132.6,29.6,1.00%,54,辉丰转债!!
255,时达转债!,128018,2017/12/4,新时达,002527,机械装备,机器人及,102.038,-0.17%,-0.13%,5.33,-2.02%,9.9,1.10%,110.3,7.42,1.33,71.83,42.00%,转股中,3.29年,1.29年,26.60%,19.10%,8.8,33,2.45%,1.85%,0.52%,0.14%,96.58,95.94,3.35,99.29,2.80%,36%,23%,16%,0.15,AA,4.44%,144.04 ,132.2,35.7,1.20%,43,时达转债!
182,长城转债!,113528,2019/3/20,长城科技,603897,机械装备,专用设备,105.53,-0.57%,-1.21%,19.52,-4.55%,15,2.30%,117.6,23.75,1.88,82.19,28.40%,转股中,4.60年,2.60年,18.20%,15.00%,6.3,35,2.44%,1.74%,-0.56%,-0.83%,89.93,92.69,12.6,105.29,0.20%,46%,16%,17%,0.39,AA-,5.44%,133.93 ,128.9,36.2,-3.60%,46,长城转债!
95,建工转债!,110064,2020/1/16,重庆建工,600939,建筑,建筑工程,105.93,-0.85%,-0.24%,3.92,-2.73%,13,0.70%,120.2,4.57,1.04,85.78,23.50%,转股中,5.41年,3.41年,23.30%,20.00%,17,71,2.42%,1.75%,-0.37%,-0.62%,90.46,96.83,12.5,109.32,-3.10%,37%,13%,16%,0.4,AA+,4.18%,129.43 ,126.1,29.3,0.90%,43,建工转债!
37,凌钢转债!,110070,2020/5/13,凌钢股份,600231,钢铁,炼钢,103.63,-0.47%,-0.08%,2.31,-1.28%,6.6,1.40%,117.8,2.75,0.83,84,23.40%,2月24天,5.72年,3.72年,6.90%,5.80%,4.4,64,2.31%,1.75%,0.13%,-0.08%,87.34,91.18,15.93,107.11,-3.20%,40%,15%,18%,0.43,AA,4.68%,127.03 ,123.3,32.1,-1.90%,12,凌钢转债!
4,天创转债,113589,2020/7/16,天创时尚,603608,服装纺织,鞋服行业,101.21,-0.30%,-1.67%,9.01,-6.34%,20,3.30%,115.3,12.64,1.8,71.28,42.00%,5月11天,5.92年,3.92年,15.50%,11.00%,6,39,2.27%,1.79%,0.63%,0.44%,86.27,88.41,9.42,97.83,3.50%,52%,20%,17%,0.31,AA,4.68%,143.21 ,131.1,42.7,-13.40%,2,天创转债
124,迪贝转债!,113546,2019/11/21,迪贝电气,603320,家电,零部件制,108.01,-0.69%,-1.40%,12.86,-3.45%,8.5,3.40%,121.1,14.1,1.95,91.21,18.40%,转股中,5.25年,3.25年,13.80%,12.50%,2.3,17,2.26%,1.54%,-1.00%,-1.24%,82.2,84.13,26.86,110.99,-2.70%,53%,14%,18%,0.6,A+,7.38%,126.41 ,124.8,40.7,-1.80%,44,迪贝转债!
99,森特转债,113557,2020/1/10,森特股份,603098,建筑,建筑工程,107.65,-1.39%,-0.86%,9.4,-4.18%,5.7,0.90%,120.7,10.26,2.21,91.62,17.50%,转股中,5.40年,3.40年,13.30%,12.20%,6,45,2.19%,1.51%,-0.96%,-1.18%,85.63,90.13,21.13,111.26,-3.20%,40%,13%,17%,0.54,AA-,5.68%,125.15 ,123.7,33.6,-1.00%,35,森特转债
238,吉视转债!,113017,2018/1/15,吉视传媒,601929,传媒娱乐,影视娱乐,102.17,-0.32%,-0.32%,2.16,-3.57%,21,1.30%,109.8,2.95,1.02,73.22,39.50%,转股中,3.42年,1.42年,23.20%,17.00%,16,67,2.17%,1.61%,0.24%,-0.08%,96.48,96.44,3.51,99.95,2.20%,33%,21%,16%,0.18,AA+,3.94%,141.67 ,131.1,34.6,-4.90%,50,吉视转债!
230,杭电转债!,113505,2018/3/27,杭电股份,603618,能源电力,电力设备,104.27,-1.28%,0.01%,5.89,-3.92%,5,0.60%,112.3,7.14,1.7,82.49,26.40%,转股中,3.61年,1.61年,18.40%,15.20%,7.5,41,2.11%,1.47%,-0.80%,-1.10%,95.21,96.28,7.71,103.99,0.30%,43%,17%,16%,0.32,AA,4.44%,130.67 ,126,29.8,-0.30%,39,杭电转债!
225,新凤转债!,113508,2018/5/16,新凤鸣,603225,服装纺织,纺织行业,103.97,-0.12%,-0.28%,10.41,-3.43%,7.4,0.30%,112.3,15.78,1.29,65.97,57.60%,转股中,3.75年,1.75年,14.70%,9.70%,21,146,2.11%,1.50%,-0.59%,-0.87%,94.63,95.69,2.38,98.07,6.00%,46%,29%,16%,0.12,AA,4.44%,161.57 ,142,46.3,-3.60%,28,新凤转债!
127,金轮转债!,128076,2019/11/8,金轮股份,002722,机械装备,专用设备,103.725,-1.21%,-0.31%,12.52,-3.10%,4.4,2.00%,115.3,14.76,1.18,84.82,22.30%,转股中,5.22年,3.22年,9.70%,8.30%,2.1,22,2.09%,1.55%,0.02%,-0.20%,86.27,86.94,17.72,104.67,-0.90%,39%,16%,17%,0.49,AA-,5.68%,126.03 ,122.6,35.7,-1.00%,42,金轮转债!
207,岭南转债!,128044,2018/9/4,岭南股份,002717,城市公用,生态环境,103.4,0.00%,-0.64%,4.19,-3.23%,4.7,0.70%,111.8,5.9,1.4,71.02,45.60%,转股中,4年20天,2年20天,10.20%,7.30%,6.6,64,1.99%,1.43%,-0.04%,-0.33%,93.9,94.11,4.55,98.66,4.80%,66%,25%,16%,0.2,AA,4.44%,149.00 ,135.8,41.7,-7.20%,30,岭南转债!
174,苏银转债!,110053,2019/4/3,江苏银行,600919,金融,银行行业,108.98,-0.54%,-0.27%,5.97,-2.61%,254,1.20%,119.1,7.28,0.6,82.01,32.90%,转股中,4.64年,无权,29.00%,23.80%,200,689,1.99%,1.25%,无权,无权,无权,102.28,8.91,111.19,-2.00%,20%,15%,18%,0.31,AAA,3.44%,141.88 ,136,33.7,-3.60%,50,苏银转债!
191,奇精转债!,113524,2019/1/7,奇精机械,603677,家电,零部件制,108.44,-0.36%,-0.43%,12.03,-2.20%,1.7,0.50%,117.9,14.28,2.31,84.24,28.70%,转股中,4.39年,2.39年,14.30%,12.00%,3.3,23,1.96%,1.23%,-1.86%,-2.11%,92.64,97.81,11.04,108.85,-0.40%,45%,18%,18%,0.36,AA,4.44%,137.14 ,132.6,34.8,5.70%,48,奇精转债!
134,哈尔转债!,128073,2019/9/11,哈尔斯,002615,其他,家居用品,107.2,-0.57%,0.30%,5.15,-0.58%,25,7.80%,115.7,5.72,2.6,90.03,19.10%,转股中,4年28天,2年28天,14.20%,12.80%,3,21,1.92%,1.22%,-2.02%,-2.22%,91.07,93.56,15.12,108.67,-1.40%,39%,17%,17%,0.47,AA-,5.44%,126.30 ,124.4,30.8,2.60%,38,哈尔转债!
161,司尔转债!,128064,2019/5/7,司尔特,002538,化工,农化,105.3,-1.03%,-0.60%,5.25,-3.85%,4.7,0.60%,114.9,6.07,1.01,86.49,21.70%,转股中,4.70年,2.70年,21.20%,18.40%,8,38,1.91%,1.32%,-0.64%,-0.87%,91.38,94.03,12.71,106.74,-1.40%,35%,14%,16%,0.42,AA,4.44%,127.00 ,124.1,30.1,0.50%,55,司尔转债!
210,苏农转债!,113516,2018/8/20,苏农银行,603323,金融,银行行业,107,-0.29%,-0.92%,4.66,-3.52%,8.8,0.60%,115.1,5.52,0.72,84.42,26.70%,转股中,4年8天,无权,15.30%,13.00%,13,84,1.88%,1.18%,无权,无权,无权,98.9,9.71,108.62,-1.50%,34%,15%,18%,0.34,AA+,3.94%,133.70 ,129.6,30.7,-3.80%,37,苏农转债!
110,华锋转债!,128082,2020/1/6,华锋股份,002806,电子,元器件制,110.7,-2.02%,-0.52%,11.72,-3.70%,3.9,1.00%,122,11.71,1.61,100.09,10.60%,转股中,5.36年,3.36年,17.00%,17.10%,3.5,21,1.88%,1.16%,-1.49%,-1.76%,82.07,84.16,34.14,118.3,-6.40%,67%,9%,18%,0.69,A+,7.38%,121.30 ,121.3,37.2,-4.40%,57,华锋转债!
157,核能转债!,113026,2019/5/8,中国核电,601985,能源电力,核电,100.76,-0.29%,-0.22%,4.31,-2.49%,35,0.40%,109.8,6.08,1.34,70.89,42.10%,转股中,4.72年,2.72年,11.60%,8.20%,78,671,1.87%,1.47%,0.87%,0.65%,93.76,93.87,4.14,98.02,2.80%,20%,20%,15%,0.2,AAA,3.44%,142.86 ,130.6,36.8,-2.20%,51,核能转债!
100,孚日转债!,128087,2020/1/16,孚日股份,002083,服装纺织,家纺,102.7,-1.31%,-0.58%,5.37,-4.11%,16,2.50%,113.3,6.39,1.26,84.04,22.20%,转股中,5.40年,3.40年,13.30%,11.20%,6.5,49,1.87%,1.41%,0.30%,0.09%,88.35,88.97,14.6,103.57,-0.80%,32%,15%,16%,0.46,AA,4.68%,124.90 ,121.4,32.4,-6.30%,47,孚日转债!
136,翔鹭转债!,128072,2019/9/16,翔鹭钨业,002842,有色金属,小金属,105.49,-0.69%,-0.44%,10.87,-3.63%,3,0.90%,115.5,15.31,3.29,71,48.60%,转股中,5年26天,3年26天,10.10%,7.20%,3,30,1.84%,1.28%,-0.49%,-0.72%,87.02,87.83,9.93,97.75,7.90%,61%,30%,18%,0.31,AA-,5.68%,154.09 ,140,52.2,3.70%,27,翔鹭转债!
19,飞鹿转债,123052,2020/7/3,飞鹿股份,300665,化工,化工,114.9,-0.52%,-1.68%,10.4,-3.08%,16,8.00%,127.3,9.9,2.85,105.05,9.40%,4月19天,5.86年,3.86年,14.00%,14.70%,1.8,13,1.80%,1.02%,-2.19%,-2.43%,79.27,84.71,39.02,123.73,-7.10%,53%,7%,18%,0.71,A+,7.38%,124.30 ,124.7,40,-1.10%,7,飞鹿转债
44,鲁泰转债,127016,2020/5/13,鲁 泰Ａ,000726,服装纺织,纺织行业,105.661,-0.79%,-0.05%,7.65,-1.92%,4.8,0.30%,116.2,8.91,0.84,85.86,23.10%,2月22天,5.71年,3.71年,21.30%,18.30%,14,66,1.71%,1.19%,-0.49%,-0.67%,88.61,92.38,14.02,106.39,-0.70%,21%,16%,16%,0.44,AA+,4.18%,128.76 ,125.5,33.1,-3.20%,18,鲁泰转债
160,核建转债!,113024,2019/4/26,中国核建,601611,建筑,建筑工程,102,-0.61%,-0.10%,6.98,-3.19%,19,0.60%,109.7,9.76,1.81,71.52,42.60%,转股中,4.70年,2.70年,16.20%,11.60%,30,185,1.59%,1.19%,0.41%,0.19%,93.72,93.84,4.85,98.69,3.40%,32%,22%,16%,0.22,AAA,3.44%,144.60 ,132.5,38.6,4.40%,43,核建转债!
55,雷迪转债,123045,2020/4/13,雷迪克,300652,汽车,零部件制,109.448,-1.04%,-0.32%,20.03,-1.91%,5.2,1.70%,119.4,20.13,2.25,99.5,10.00%,55天,5.63年,3.63年,16.40%,16.30%,2.9,18,1.59%,0.98%,-1.21%,-1.44%,80.06,80.73,35.89,116.62,-6.10%,35%,10%,18%,0.71,A+,7.38%,119.45 ,119.4,38.7,-0.50%,37,雷迪转债
212,凯中转债!,128042,2018/9/3,凯中精密,002823,能源电力,电力设备,109.9,-0.80%,-0.07%,11.68,-2.10%,2.5,0.50%,116.9,12.94,2.62,90.26,21.80%,转股中,4年5.1天,2年5.1天,12.30%,11.10%,4.2,34,1.58%,0.83%,-2.79%,-3.08%,94.17,98.58,12.47,111.04,-1.00%,40%,16%,17%,0.42,AA,4.44%,131.70 ,129.5,31,-0.40%,25,凯中转债!
51,久吾转债,123047,2020/4/17,久吾高科,300631,机械装备,专用设备,119.68,-3.01%,-2.10%,19.4,-6.95%,5.4,1.80%,130.1,17.61,2.95,110.16,8.60%,2月3天,5.65年,3.65年,12.40%,13.70%,2.5,20,1.53%,0.65%,-3.14%,-3.43%,81.13,87.97,41.6,129.58,-7.60%,51%,<2%,18%,0.73,A+,7.38%,128.28 ,129.2,41.2,-5.50%,19,久吾转债
