序号,转债名称,转债代码,进展/上市日期,股票名称,股票代码,行业,子行业,转债价格,涨跌,日内套利,股价,涨跌,转债成交额,转债换手率,剩余本息,转股价格,P/B,转股价值,转股溢价率,距离转股日,剩余年限,回售年限,余额/市值,余额/股本,转债余额,股票市值,税前收益率,税后收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,信用,折现率,双低,老式双低,新式双低,MA20乖离,热门度,转债名称
233,铁汉转债!,123004,2018/1/26,铁汉生态,300197,城市公用,生态环境,100.155,1.07%,-1.04%,2.67,0.38%,10,1.20%,109.8,3.98,1.2,67.09,49.30%,转股中,3.45年,1.45年,13.30%,8.90%,8.3,63,2.75%,2.20%,1.48%,1.16%,95.68,94.87,2.24,97.11,3.10%,56%,23%,15%,0.08,AA,4.41%,149.46 ,133.2,37.5,3.70%,29,铁汉转债!
250,永东转债!,128014,2017/7/18,永东股份,002753,化工,化工,103.35,0.80%,-0.51%,9.93,1.22%,2.8,0.80%,111.3,12.6,2.15,78.81,31.10%,转股中,2.78年,0.78年,9.00%,7.10%,3.4,37,2.74%,1.97%,-1.58%,-1.95%,97.03,96.9,5.27,102.17,1.20%,46%,20%,17%,0.24,AA-,5.19%,134.45 ,127.9,30.9,16.10%,41,永东转债!
170,长城转债!,113528,2019/3/20,长城科技,603897,机械装备,专用设备,104.02,0.56%,-0.72%,19.69,-0.40%,22,3.40%,117.6,23.75,1.9,82.91,25.50%,转股中,4.65年,2.65年,18.00%,15.00%,6.3,35,2.73%,2.04%,-0.03%,-0.30%,89.74,92.54,13.22,105.76,-1.60%,46%,15%,17%,0.4,AA-,5.41%,129.52 ,125.1,32.6,5.70%,48,长城转债!
87,鸿达转债,128085,2020/1/8,鸿达兴业,002002,化工,化工,108.162,1.66%,-0.72%,3.79,1.88%,13,0.50%,124.8,3.98,1.43,95.23,13.60%,转股中,5.45年,3.45年,24.70%,23.60%,24,98,2.72%,1.93%,-1.01%,-1.24%,88.62,97.89,18.1,115.99,-6.70%,47%,7%,16%,0.5,AA,4.66%,121.76 ,121.1,23.2,1.60%,77,鸿达转债
156,岱勒转债!,123024,2019/4/17,岱勒新材,300700,机械装备,专用设备,102.89,1.27%,-0.96%,17.11,1.54%,9.4,4.40%,113,24.9,2.87,68.71,49.70%,转股中,3.71年,1.71年,14.90%,10.20%,2.1,14,2.59%,1.94%,-0.59%,-0.78%,89.49,87.85,6.65,94.5,8.90%,60%,35%,18%,0.2,A+,7.11%,152.59 ,137.1,47.6,2.00%,33,岱勒转债!
129,智能转债!,128070,2019/7/23,智能自控,002877,机械装备,通用设备,103.88,2.54%,-1.99%,7.44,1.22%,31,13.00%,117.6,9.51,3.5,78.23,32.80%,转股中,4.99年,无权,9.30%,7.30%,2.3,25,2.57%,1.93%,无权,无权,无权,84.09,17.2,101.29,2.60%,67%,20%,18%,0.45,A+,7.11%,136.68 ,129.5,45.4,1.60%,36,智能转债!
111,迪贝转债!,113546,2019/11/21,迪贝电气,603320,家电,零部件制,106.2,1.79%,-0.40%,12.72,2.33%,6.3,2.60%,121.1,14.1,1.92,90.21,17.70%,转股中,5.30年,3.30年,13.90%,12.50%,2.3,17,2.57%,1.86%,-0.49%,-0.73%,81.93,83.88,26.42,110.3,-3.70%,53%,13%,18%,0.6,A+,7.36%,123.90 ,122.2,38.3,1.90%,44,迪贝转债!
191,长久转债!,113519,2018/11/30,长久物流,603569,交通运输,物流业,108,0.75%,-0.75%,9.02,0.00%,5.3,0.70%,120.1,11.15,2.1,80.9,33.50%,转股中,4.34年,2.34年,13.80%,11.20%,7,51,2.53%,1.70%,-1.66%,-1.94%,93.09,99.98,8.07,108.05,0.00%,43%,17%,17%,0.28,AA,4.41%,141.50 ,135.1,35.1,-5.70%,18,长久转债!
2,N飞鹿转,123052,2020/7/3,飞鹿股份,300665,化工,化工,110.151,10.20%,0.00%,10.15,0.40%,324,162%,127.3,9.9,2.78,102.53,7.40%,5月9天,5.92年,3.92年,14.30%,14.70%,1.8,12,2.53%,1.75%,-1.13%,-1.37%,79.02,84.47,37.39,121.86,-9.60%,54%,<2%,18%,0.69,A+,7.36%,117.55 ,117.8,33.3,3.20%,2,N飞鹿转
80,建工转债!,110064,2020/1/16,重庆建工,600939,建筑,建筑工程,105.35,1.95%,-1.40%,3.74,1.63%,27,1.50%,120.2,4.65,0.99,80.43,31.00%,转股中,5.46年,3.46年,24.50%,19.70%,17,68,2.50%,1.84%,-0.22%,-0.46%,90.32,96.71,9.81,106.52,-1.10%,37%,14%,16%,0.33,AA+,4.16%,136.35 ,130.3,33.6,2.50%,42,建工转债!
20,凌钢转债!,110070,2020/5/13,凌钢股份,600231,钢铁,炼钢,102.96,1.04%,-0.27%,2.32,1.75%,10,2.30%,117.8,2.75,0.83,84.36,22.00%,3月14天,5.77年,3.77年,6.80%,5.80%,4.4,64,2.41%,1.85%,0.29%,0.09%,87.19,91.05,16.28,107.34,-4.10%,40%,13%,18%,0.44,AA,4.66%,124.96 ,121.6,30.5,3.90%,11,凌钢转债!
255,辉丰转债!!,128012,2016/5/17,*ST辉丰,002496,化工,农化,99.999,0.00%,0.00%,2.85,-1.38%,0,0.00%,104.3,4.38,1.59,65.07,53.70%,转股中,1.79年,回售中,19.60%,12.80%,8.4,43,2.39%,1.91%,回售中,回售中,103,91.1,11.9,103,-2.90%,46%,<2%,17%,0,A,7.89%,153.70 ,134.9,31.9,2.70%,56,辉丰转债!!
123,翔鹭转债!,128072,2019/9/16,翔鹭钨业,002842,有色金属,小金属,102.58,0.96%,-0.40%,10.05,2.34%,3.1,1.00%,115.5,15.31,3.04,65.64,56.30%,转股中,5年46天,3年46天,10.90%,7.20%,3,28,2.39%,1.83%,0.37%,0.15%,86.81,87.64,7.5,95.15,7.80%,61%,32%,18%,0.24,AA-,5.66%,158.88 ,139.5,51.9,5.10%,28,翔鹭转债!
121,哈尔转债!,128073,2019/9/11,哈尔斯,002615,其他,家居用品,105.258,0.54%,-0.30%,4.83,0.63%,12,3.70%,115.7,5.72,2.44,84.44,24.70%,转股中,4年48天,2年48天,15.10%,12.80%,3,20,2.35%,1.66%,-1.18%,-1.38%,90.86,93.39,12.05,105.44,-0.20%,39%,18%,17%,0.39,AA-,5.41%,129.96 ,126.1,32.7,0.60%,37,哈尔转债!
84,森特转债,113557,2020/1/10,森特股份,603098,建筑,建筑工程,106.87,1.15%,-0.81%,9.26,0.65%,4.6,0.70%,120.7,10.26,2.18,90.25,18.40%,转股中,5.46年,3.46年,13.50%,12.20%,6,44,2.30%,1.63%,-0.75%,-0.96%,85.43,89.95,20.47,110.41,-3.20%,40%,13%,17%,0.52,AA-,5.66%,125.27 ,123.5,33.5,1.80%,36,森特转债
213,新凤转债!,113508,2018/5/16,新凤鸣,603225,服装纺织,纺织行业,103.23,1.20%,-0.99%,10.51,1.64%,30,1.40%,112.3,15.78,1.3,66.6,55.00%,转股中,3.81年,1.81年,14.60%,9.70%,21,147,2.28%,1.67%,-0.21%,-0.49%,94.46,95.57,2.62,98.19,5.10%,46%,28%,16%,0.13,AA,4.41%,158.23 ,139.9,44.3,3.00%,28,新凤转债!
108,浦发转债!,110059,2019/11/15,浦发银行,600000,金融,银行行业,104.91,0.72%,-0.39%,11.19,1.27%,853,1.60%,117.8,15.05,0.64,74.35,41.10%,转股中,5.32年,无权,15.20%,11.30%,500,3284,2.26%,1.65%,无权,无权,无权,97.8,7.02,104.82,0.10%,20%,18%,17%,0.26,AAA,3.66%,146.01 ,135.5,37.7,5.60%,81,浦发转债!
226,吉视转债!,113017,2018/1/15,吉视传媒,601929,传媒娱乐,影视娱乐,101.79,0.85%,-0.47%,2.22,1.83%,12,0.80%,109.8,2.95,1.04,75.25,35.30%,转股中,3.48年,1.48年,22.60%,17.00%,16,69,2.24%,1.70%,0.46%,0.15%,96.33,96.33,4.19,100.52,1.30%,32%,19%,16%,0.21,AA+,3.91%,137.09 ,128.3,32,2.30%,52,吉视转债!
148,司尔转债!,128064,2019/5/7,司尔特,002538,化工,农化,103.6,1.64%,-1.05%,4.95,1.64%,5.8,0.70%,114.9,6.07,0.95,81.55,27.00%,转股中,4.76年,2.76年,22.50%,18.40%,8,36,2.24%,1.66%,-0.07%,-0.29%,91.24,93.94,10.1,104.04,-0.40%,34%,15%,16%,0.36,AA,4.41%,130.60 ,125.7,31.7,2.10%,56,司尔转债!
114,金轮转债!,128076,2019/11/8,金轮股份,002722,机械装备,专用设备,103,1.80%,-1.41%,12.19,0.83%,6.3,2.90%,115.3,14.76,1.15,82.59,24.70%,转股中,5.28年,3.28年,10.00%,8.30%,2.1,21,2.21%,1.67%,0.23%,0.01%,86.07,86.76,16.55,103.32,-0.30%,41%,16%,17%,0.47,AA-,5.66%,127.70 ,123.4,36.6,1.80%,42,金轮转债!
195,岭南转债!,128044,2018/9/4,岭南股份,002717,城市公用,生态环境,102.501,1.48%,-0.71%,4.57,2.70%,9.4,1.40%,111.8,5.92,1.53,77.2,32.80%,转股中,4年40天,2年40天,9.40%,7.20%,6.6,70,2.18%,1.63%,0.35%,0.06%,93.74,93.99,7.06,101.05,1.40%,66%,19%,16%,0.28,AA,4.41%,135.30 ,127.8,33.8,-0.60%,30,岭南转债!
218,杭电转债!,113505,2018/3/27,杭电股份,603618,能源电力,电力设备,104.1,1.33%,-1.04%,5.66,1.07%,4.8,0.60%,112.3,7.14,1.63,79.27,31.30%,转股中,3.67年,1.67年,19.20%,15.20%,7.5,39,2.13%,1.50%,-0.69%,-0.98%,95.03,96.15,6.47,102.61,1.40%,44%,18%,16%,0.27,AA,4.41%,135.40 ,128.9,32.8,0.80%,39,杭电转债!
168,中信转债!,113021,2019/3/19,中信银行,601998,金融,银行行业,108.21,0.83%,-0.39%,5.59,1.82%,185,0.40%,118.8,7.22,0.6,77.42,39.80%,转股中,4.66年,无权,14.60%,11.30%,400,2735,2.08%,1.35%,无权,无权,无权,102.06,6.37,108.43,-0.20%,22%,17%,17%,0.24,AAA,3.41%,148.01 ,139,36.9,9.40%,57,中信转债!
50,君禾转债,113567,2020/4/3,君禾股份,603617,机械装备,通用设备,106.71,1.26%,0.06%,10.46,2.05%,4.7,2.10%,119.3,11.46,2.45,91.27,16.90%,2月7天,5.66年,3.66年,10.10%,9.20%,2.1,21,2.03%,1.42%,-0.56%,-0.78%,79.86,80.56,29.95,110.51,-3.40%,57%,15%,18%,0.65,A+,7.36%,123.61 ,122.1,41.6,-0.80%,30,君禾转债
246,林洋转债!,113014,2017/11/13,林洋能源,601222,能源电力,电力设备,103.48,0.80%,-0.73%,5.57,0.91%,22,0.70%,110.3,8.59,1.01,64.84,59.60%,转股中,3.31年,1.31年,30.80%,20.00%,30,97,1.99%,1.39%,-0.45%,-0.82%,96.5,95.91,1.92,97.83,5.80%,38%,32%,16%,0.08,AA,4.41%,163.08 ,142.1,45.6,5.80%,25,林洋转债!
61,银河转债!,123042,2020/2/14,金银河,300619,机械装备,专用设备,104.186,1.05%,-1.05%,19.85,0.00%,12,7.20%,115.9,24.46,3.13,81.15,28.40%,15天,5.53年,3.53年,11.30%,9.10%,1.7,15,1.99%,1.46%,0.01%,-0.21%,80.46,79,22.71,101.71,2.40%,49%,21%,18%,0.54,A+,7.36%,132.59 ,127.2,46.8,1.40%,25,银河转债!
85,孚日转债!,128087,2020/1/16,孚日股份,002083,服装纺织,家纺,102.097,0.83%,-1.18%,5.54,-0.72%,23,3.50%,113.3,6.39,1.3,86.7,17.80%,转股中,5.45年,3.45年,12.90%,11.20%,6.5,50,1.97%,1.51%,0.46%,0.26%,88.19,88.84,16.29,105.13,-2.90%,31%,12%,16%,0.5,AA,4.66%,119.90 ,117.5,28.7,3.60%,46,孚日转债!
183,华源转债!,128049,2018/12/20,华源控股,002787,造纸包装,包装材料,106.011,0.75%,-0.21%,6.68,1.06%,5.1,1.20%,115.2,7.42,1.44,90.03,17.80%,转股中,4.40年,2.40年,19.30%,17.30%,4,21,1.95%,1.31%,-0.93%,-1.19%,90.59,91.85,17.86,109.7,-3.40%,63%,14%,18%,0.5,AA-,5.41%,123.81 ,122,30.1,-1.40%,59,华源转债!
95,华锋转债!,128082,2020/1/6,华锋股份,002806,电子,元器件制,110.305,1.06%,0.14%,11.78,1.73%,7.9,2.10%,122,11.71,1.62,100.6,9.60%,转股中,5.42年,3.42年,17.00%,17.10%,3.5,21,1.93%,1.21%,-1.36%,-1.63%,81.81,83.92,34.79,118.71,-7.10%,67%,9%,18%,0.69,A+,7.36%,119.91 ,120,36.1,0.90%,57,华锋转债!
105,金力转债!,123033,2019/11/25,金力永磁,300748,电子,元器件制,110.543,0.80%,-0.56%,34.42,0.56%,28,5.80%,121.9,41.09,11.72,83.77,32.00%,转股中,5.33年,3.33年,3.10%,2.60%,4.4,142,1.91%,1.18%,-1.37%,-1.66%,87.23,91.68,15.32,107,3.30%,74%,21%,16%,0.44,AA-,5.66%,142.54 ,137.3,45.6,-2.70%,27,金力转债!
38,雷迪转债,123045,2020/4/13,雷迪克,300652,汽车,零部件制,107.498,0.75%,-0.40%,19.55,0.51%,5,1.60%,119.4,20.38,2.19,95.93,12.10%,2月15天,5.69年,3.69年,16.80%,16.10%,2.9,17,1.91%,1.30%,-0.72%,-0.95%,79.81,80.5,33.48,113.98,-5.70%,35%,11%,18%,0.68,A+,7.36%,119.60 ,119.1,38.6,2.80%,36,雷迪转债
198,苏农转债!,113516,2018/8/20,苏农银行,603323,金融,银行行业,106.95,1.80%,-0.32%,4.68,4.23%,23,1.70%,115.1,5.52,0.72,84.78,26.10%,转股中,4年28天,无权,15.30%,13.00%,13,84,1.86%,1.18%,无权,无权,无权,98.81,10.02,108.83,-1.70%,36%,16%,18%,0.35,AA+,3.91%,133.05 ,129.1,30.3,6.80%,38,苏农转债!
133,华钰转债!,113027,2019/7/10,华钰矿业,601020,有色金属,锌铅镍锡,105.28,2.23%,0.60%,9.28,5.69%,88,13.10%,114.9,10.17,2.37,91.25,15.40%,转股中,4.94年,2.94年,13.20%,12.00%,6.4,49,1.82%,1.26%,-0.58%,-0.79%,90.52,93.19,17.06,110.25,-4.50%,42%,12%,17%,0.5,AA,4.41%,120.68 ,119.3,26.1,19.60%,54,华钰转债!
164,中鼎转2!,127011,2019/4/4,中鼎股份,000887,汽车,零部件制,106.111,1.64%,-0.58%,8.53,4.79%,12,0.90%,115.2,11.79,1.19,72.35,46.70%,转股中,4.67年,2.67年,11.50%,8.30%,12,104,1.81%,1.21%,-0.87%,-1.11%,92.95,96.65,5.52,102.17,3.90%,39%,25%,17%,0.22,AA+,3.91%,152.81 ,139.9,43.2,6.80%,30,中鼎转2!
