序号,转债名称,转债代码,进展/上市日期,股票名称,股票代码,行业,子行业,转债价格,涨跌,日内套利,股价,涨跌,转债成交额,转债换手率,剩余本息,转股价格,P/B,转股价值,转股溢价率,距离转股日,剩余年限,回售年限,余额/市值,余额/股本,转债余额,股票市值,税前收益率,税后收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,信用,折现率,双低,老式双低,新式双低,MA20乖离,热门度,转债名称
43,新春转债,113568,2020/4/2,五洲新春,603667,机械装备,通用设备,106.01,-0.35%,-0.53%,8.14,-1.69%,11,3.00%,124.8,8.91,1.37,91.36,16.00%,2月19天,5.69年,3.69年,13.90%,12.70%,3.3,24,2.98%,2.22%,-0.32%,-0.56%,84.87,91.84,21.21,113.06,-6.20%,45%,9%,17%,0.52,AA-,5.67%,122.01 ,120.7,28.8,-1.30%,38,新春转债
152,岱勒转债!,123024,2019/4/17,岱勒新材,300700,机械装备,专用设备,101.729,0.23%,-0.50%,16.34,-1.74%,2.9,1.30%,113,24.9,2.74,65.62,55.00%,转股中,3.73年,1.73年,15.60%,10.20%,2.1,13,2.89%,2.24%,0.01%,-0.17%,89.39,87.78,5.55,93.32,9.00%,60%,36%,18%,0.16,A+,7.09%,156.73 ,137.8,48.4,-3.60%,34,岱勒转债!
221,迪龙转债!,128033,2018/1/29,雪迪龙,002658,城市公用,三废处理,99.673,-0.33%,0.25%,5.94,-0.67%,4.2,0.80%,109.8,8.83,1.8,67.27,48.20%,转股中,3.50年,1.50年,14.50%,9.70%,5.2,36,2.86%,2.31%,1.73%,1.43%,95.51,94.74,3.06,97.8,1.90%,38%,25%,17%,0.12,AA,4.39%,147.87 ,132.1,36.6,-0.50%,39,迪龙转债!
107,迪贝转债!,113546,2019/11/21,迪贝电气,603320,家电,零部件制,104.65,-0.68%,-0.62%,12.41,-2.28%,5.4,2.20%,121.1,14.1,1.88,88.01,18.90%,转股中,5.32年,3.32年,14.30%,12.50%,2.3,16,2.85%,2.14%,-0.06%,-0.31%,81.78,83.71,25.02,108.73,-3.80%,53%,13%,18%,0.57,A+,7.37%,123.55 ,121.3,37.6,-0.70%,44,迪贝转债!
194,苏农转债!,113516,2018/8/20,苏农银行,603323,金融,银行行业,102.95,0.69%,-0.20%,4.46,1.83%,10,0.80%,115.1,5.67,0.69,78.66,30.90%,转股中,4年36天,无权,16.00%,12.60%,13,80,2.83%,2.14%,无权,无权,无权,98.8,7.27,106.08,-2.90%,36%,14%,18%,0.27,AA+,3.89%,133.85 ,127.2,28.4,2.40%,38,苏农转债!
129,华钰转债!,113027,2019/7/10,华钰矿业,601020,有色金属,锌铅镍锡,100.39,-0.61%,0.35%,7.58,-0.92%,5.6,0.90%,114.9,10.17,1.94,74.53,34.70%,转股中,4.96年,2.96年,16.10%,12.00%,6.4,40,2.81%,2.25%,0.96%,0.74%,90.49,93.19,8.12,101.32,-0.90%,42%,18%,17%,0.29,AA,4.39%,135.09 ,126.2,33.1,-1.50%,53,华钰转债!
164,中信转债!,113021,2019/3/19,中信银行,601998,金融,银行行业,104.99,0.44%,-0.27%,5.07,1.00%,55,0.10%,118.8,7.22,0.54,70.22,49.50%,转股中,4.69年,无权,16.10%,11.30%,400,2481,2.75%,2.02%,无权,无权,无权,102.07,3.97,106.04,-1.00%,22%,17%,17%,0.17,AAA,3.39%,154.49 ,139.8,37.7,0.20%,58,中信转债!
209,新凤转债!,113508,2018/5/16,新凤鸣,603225,服装纺织,纺织行业,101.43,-0.17%,0.16%,10.16,-0.10%,17,0.80%,112.3,15.78,1.26,64.39,57.50%,转股中,3.83年,1.83年,15.10%,9.70%,21,142,2.74%,2.13%,0.68%,0.40%,94.4,95.55,2.12,97.67,3.90%,46%,28%,16%,0.11,AA,4.39%,158.93 ,138.5,42.9,0.20%,28,新凤转债!
80,森特转债,113557,2020/1/10,森特股份,603098,建筑,建筑工程,104.4,-0.69%,0.31%,9.02,-0.77%,6.5,1.00%,120.7,10.26,2.12,87.91,18.80%,转股中,5.48年,3.48年,13.90%,12.20%,6,43,2.74%,2.07%,-0.10%,-0.31%,85.29,89.79,19.09,108.88,-4.10%,40%,13%,17%,0.5,AA-,5.67%,123.20 ,120.9,31.1,-1.30%,35,森特转债
12,纵横转债,113573,2020/5/22,纵横通信,603602,通信互联,通信设备,106.95,-0.18%,-0.14%,16.3,-0.55%,3,1.00%,124.7,18.81,3.7,86.66,23.40%,3月28天,5.81年,3.81年,8.10%,7.00%,2.7,33,2.74%,2.00%,-0.56%,-0.78%,79.13,83.29,24.2,107.49,-0.50%,76%,16%,16%,0.57,A+,7.37%,130.35 ,127.2,44,-12.00%,10,纵横转债
104,浦发转债!,110059,2019/11/15,浦发银行,600000,金融,银行行业,102.44,0.56%,-0.31%,10.6,1.15%,144,0.30%,117.8,15.05,0.61,70.43,45.40%,转股中,5.34年,无权,16.10%,11.30%,500,3111,2.72%,2.11%,无权,无权,无权,97.68,5.48,103.16,-0.70%,20%,17%,17%,0.22,AAA,3.67%,147.84 ,134.4,36.8,0.40%,82,浦发转债!
16,凌钢转债!,110070,2020/5/13,凌钢股份,600231,钢铁,炼钢,101.21,-0.58%,-0.32%,2.22,-2.20%,5.3,1.20%,117.8,2.75,0.79,80.73,25.40%,3月22天,5.79年,3.79年,7.20%,5.80%,4.4,62,2.71%,2.15%,0.73%,0.52%,87.07,90.91,14.33,105.25,-3.80%,40%,14%,18%,0.41,AA,4.67%,126.61 ,121.7,30.8,0.00%,11,凌钢转债!
222,吉视转债!,113017,2018/1/15,吉视传媒,601929,传媒娱乐,影视娱乐,100.2,-0.88%,0.46%,2.16,-2.26%,9.5,0.60%,109.8,2.95,1.02,73.22,36.80%,转股中,3.50年,1.50年,23.20%,17.00%,16,67,2.70%,2.15%,1.41%,1.10%,96.28,96.31,3.64,99.95,0.20%,32%,19%,16%,0.19,AA+,3.89%,137.00 ,127.2,30.9,0.00%,51,吉视转债!
125,智能转债!,128070,2019/7/23,智能自控,002877,机械装备,通用设备,103.8,-0.40%,-0.06%,7.19,-1.10%,9.4,3.90%,118.1,9.51,3.38,75.6,37.30%,转股中,5年5.1天,无权,9.60%,7.30%,2.3,24,2.68%,2.01%,无权,无权,无权,83.47,15.98,99.45,4.40%,68%,26%,18%,0.42,A+,7.37%,141.10 ,132,48.5,-1.80%,36,智能转债!
144,司尔转债!,128064,2019/5/7,司尔特,002538,石油天然,农化,101.7,-0.78%,-0.03%,4.86,-2.41%,8.3,1.00%,114.9,6.07,0.93,80.07,27.00%,转股中,4.78年,2.78年,22.90%,18.40%,8,35,2.64%,2.05%,0.57%,0.34%,91.21,93.93,9.45,103.39,-1.60%,34%,15%,16%,0.34,AA,4.39%,128.70 ,123.3,29.4,0.10%,57,司尔转债!
214,杭电转债!,113505,2018/3/27,杭电股份,603618,能源电力,电力设备,102.37,-0.31%,0.36%,5.52,0.18%,7.3,1.00%,112.3,7.14,1.59,77.31,32.40%,转股中,3.69年,1.69年,19.70%,15.20%,7.5,38,2.59%,1.96%,0.23%,-0.07%,94.97,96.12,5.71,101.83,0.50%,44%,20%,16%,0.25,AA,4.39%,134.77 ,127.4,31.3,-2.90%,40,杭电转债!
242,林洋转债!,113014,2017/11/13,林洋能源,601222,能源电力,电力设备,101.58,-0.10%,0.11%,5.2,0.19%,17,0.60%,110.3,8.59,0.94,60.54,67.80%,转股中,3.33年,1.33年,33.00%,20.00%,30,91,2.56%,1.96%,0.81%,0.44%,96.44,95.88,1.35,97.23,4.50%,38%,34%,16%,0.05,AA,4.39%,169.38 ,142.6,46.2,0.00%,25,林洋转债!
119,翔鹭转债!,128072,2019/9/16,翔鹭钨业,002842,有色金属,小金属,101.96,-0.15%,0.09%,9.26,-0.32%,0.8,0.30%,115.5,15.31,2.8,60.48,68.60%,转股中,5年54天,3年54天,11.90%,7.20%,3,25,2.51%,1.95%,0.56%,0.33%,86.68,87.5,5.38,92.88,9.80%,61%,37%,18%,0.18,AA-,5.67%,170.56 ,143.4,55.9,-5.10%,28,翔鹭转债!
191,岭南转债!,128044,2018/9/4,岭南股份,002717,城市公用,生态环境,101.209,-0.48%,0.59%,4.31,0.47%,5.7,0.90%,111.8,5.92,1.44,72.8,39.00%,转股中,4年48天,2年48天,10.00%,7.20%,6.6,66,2.49%,1.94%,0.90%,0.62%,93.69,93.98,5.32,99.29,1.90%,66%,23%,16%,0.23,AA,4.39%,140.21 ,129.6,35.6,-9.80%,31,岭南转债!
91,华锋转债!,128082,2020/1/6,华锋股份,002806,电子,元器件制,107.489,-0.01%,-2.82%,11.7,-4.80%,7.1,1.90%,122,13.09,1.61,89.38,20.30%,转股中,5.44年,3.44年,17.10%,15.30%,3.5,21,2.42%,1.70%,-0.64%,-0.90%,81.65,83.75,26.6,110.34,-2.60%,67%,12%,18%,0.59,A+,7.37%,127.79 ,125.6,41.9,0.10%,58,华锋转债!
187,长久转债!,113519,2018/11/30,长久物流,603569,交通运输,物流业,108.5,-0.06%,-0.29%,9.1,-1.19%,1.9,0.20%,120.1,11.15,2.12,81.61,32.90%,转股中,4.36年,2.36年,13.70%,11.20%,7,51,2.41%,1.59%,-1.83%,-2.10%,93.05,99.97,8.42,108.39,0.10%,43%,19%,17%,0.29,AA,4.39%,141.40 ,135.4,35.4,-5.90%,18,长久转债!
157,苏银转债!,110053,2019/4/3,XD江苏银,600919,金融,银行行业,106.95,0.63%,-0.44%,5.69,0.71%,88,0.40%,119.1,7.28,0.57,78.16,36.80%,转股中,4.71年,无权,30.40%,23.80%,200,657,2.38%,1.64%,无权,无权,无权,102.24,7.36,109.6,-2.40%,19%,15%,18%,0.26,AAA,3.39%,143.75 ,135.7,33.5,-4.30%,52,苏银转债!
110,金轮转债!,128076,2019/11/8,金轮股份,002722,机械装备,专用设备,102.11,-1.19%,-0.07%,11.99,-2.76%,7.6,3.50%,115.3,14.76,1.13,81.23,25.70%,转股中,5.30年,3.30年,10.20%,8.30%,2.1,21,2.37%,1.83%,0.48%,0.26%,85.93,86.62,15.78,102.4,-0.30%,40%,17%,17%,0.46,AA-,5.67%,127.81 ,123,36.4,0.40%,43,金轮转债!
251,辉丰转债!!,128012,2016/5/17,*ST辉丰,002496,石油天然,农化,99.999,0.00%,0.00%,2.93,2.81%,0,0.00%,104.3,7.71,1.64,38,163%,转股中,1.82年,回售中,19.10%,7.30%,8.4,44,2.36%,1.89%,回售中,回售中,103,92.41,10.59,103,-2.90%,46%,<2%,17%,0,A+,6.94%,263.00 ,162,59,11.00%,58,辉丰转债!!
117,哈尔转债!,128073,2019/9/11,哈尔斯,002615,其他,家居用品,105.205,0.20%,0.21%,4.77,1.06%,17,5.30%,115.7,5.72,2.41,83.39,26.20%,转股中,4年56天,2年56天,15.30%,12.80%,3,20,2.35%,1.66%,-1.15%,-1.35%,90.8,93.36,11.5,104.86,0.30%,39%,20%,17%,0.38,AA-,5.39%,131.41 ,127,33.7,-0.20%,38,哈尔转债!
141,明泰转债!,113025,2019/5/7,明泰铝业,601677,有色金属,铝金属,103.3,0.00%,-0.28%,8.75,-0.91%,5.4,0.30%,115.1,11.2,0.78,78.12,32.20%,转股中,4.79年,2.79年,34.10%,26.70%,18,54,2.33%,1.75%,0.04%,-0.18%,91.21,94.08,8.58,102.65,0.60%,29%,18%,16%,0.31,AA,4.39%,135.50 ,128.5,34.4,-1.30%,34,明泰转债!
160,中鼎转2!,127011,2019/4/4,中鼎股份,000887,汽车,零部件制,103.9,-0.86%,0.55%,7.94,-1.85%,12,1.00%,115.2,11.79,1.11,67.35,54.30%,转股中,4.70年,2.70年,12.40%,8.30%,12,97,2.27%,1.67%,-0.12%,-0.36%,92.92,96.65,3.96,100.62,3.30%,39%,26%,17%,0.17,AA+,3.89%,158.20 ,140.5,43.8,-0.20%,30,中鼎转2!
137,永鼎转债!,110058,2019/5/8,永鼎股份,600105,通信互联,通信设备,103.34,-0.06%,0.24%,4.2,0.48%,5.9,0.60%,114.9,5.1,2.15,82.35,25.50%,转股中,4.80年,2.80年,18.70%,15.40%,9.8,52,2.27%,1.70%,0.02%,-0.20%,91.12,93.84,11.44,105.28,-1.80%,48%,16%,17%,0.38,AA,4.39%,128.84 ,124.3,30.5,0.90%,52,永鼎转债!
46,君禾转债,113567,2020/4/3,君禾股份,603617,机械装备,通用设备,105.38,-1.01%,0.53%,10.36,-0.77%,2.8,1.30%,119.3,11.46,2.42,90.4,16.60%,2月15天,5.69年,3.69年,10.20%,9.20%,2.1,21,2.26%,1.65%,-0.23%,-0.45%,79.71,80.39,29.39,109.79,-4.00%,57%,15%,18%,0.64,A+,7.37%,121.98 ,120.4,40,-3.00%,30,君禾转债
196,凯中转债!,128042,2018/9/3,凯中精密,002823,能源电力,电力设备,106.985,0.01%,-0.29%,10.54,-0.94%,2.1,0.50%,116.9,12.94,2.37,81.45,31.30%,转股中,4年33天,2年33天,13.60%,11.10%,4.2,31,2.24%,1.49%,-1.52%,-1.80%,93.95,98.44,8.27,106.7,0.30%,57%,18%,17%,0.3,AA,4.39%,138.29 ,132.5,34.1,-3.30%,26,凯中转债!
